"","Date","Year","Month","CD_UF","Pop0_19_UF","cases0_19","time","state_index","year_index","base.fit","base.fit.lci","base.fit.uci","pred.mean","pred.median","pred.lci","pred.uci","state_code"
"169","2001-07-01",2001,7,17,537291,17,7,7,1,25.983912968289,16.3417668217496,41.3218652725444,28.068,23,3,86,17
"170","2001-07-01",2001,7,21,2716327,66,7,8,1,92.3646092030537,58.2161383892489,146.574173416151,96.808,79,14,284.15,21
"171","2001-07-01",2001,7,22,1131904,184,7,9,1,210.139592059591,133.920895181198,329.791481905342,216.652,180.5,31,612.025,22
"172","2001-07-01",2001,7,23,3035091,569,7,10,1,689.067788512295,439.806183234275,1079.78624025076,742.497,619.5,103.975,2093.3,23
"173","2001-07-01",2001,7,24,1083280,862,7,11,1,669.354924860441,431.129347255343,1039.3750253971,650.249,566,80.975,1783.175,24
"174","2001-07-01",2001,7,25,1305858,421,7,12,1,320.813761628373,205.962824359872,499.794988949422,317.181,270,45.975,846.2,25
"175","2001-07-01",2001,7,26,3070367,347,7,13,1,300.069925631259,192.191520096896,468.584803572021,299.823,253.5,40,861.025,26
"176","2001-07-01",2001,7,27,1223353,20,7,14,1,49.6752322944583,31.0378496487644,79.5204277112436,55.888,46,8,159,27
"177","2001-07-01",2001,7,28,758267,90,7,15,1,67.9594354379283,43.2317805957525,106.848862572923,63.441,53,8,172,28
"178","2001-07-01",2001,7,29,4917375,297,7,16,1,339.468594566538,217.141777043183,530.799492676727,361.369,310,54.975,1021.275,29
"179","2001-07-01",2001,7,31,6113296,90,7,17,1,90.7126155167776,57.7329507185286,142.560719255023,92.418,78,14,239.05,31
"180","2001-07-01",2001,7,32,1113171,93,7,18,1,68.7682155669357,44.0670589648258,107.333651776332,67.082,55,10,189.05,32
"181","2001-07-01",2001,7,33,4655915,474,7,19,1,338.634845517753,217.747638129993,526.71426000125,332.559,282.5,51,938.175,33
"182","2001-07-01",2001,7,35,12164826,182,7,20,1,138.424684721278,88.2600703184966,217.143220199272,134.986,114.5,22.95,365.1,35
"183","2001-07-01",2001,7,41,3320131,7,7,21,1,3.31588665040735,1.99462808279089,5.51359040297039,3.1,2,0,10,41
"184","2001-07-01",2001,7,42,1907499,0,7,22,1,0.176236724924346,0.0619300001343977,0.501041965197976,0.217,0,0,2,42
"185","2001-07-01",2001,7,43,3105241,0,7,23,1,0.218679649549777,0.0886995805684389,0.538899067487798,0.275,0,0,2,43
"186","2001-07-01",2001,7,50,837704,15,7,24,1,24.0379428624321,14.9886788196964,38.5566695760814,26.556,22,3,74.025,50
"187","2001-07-01",2001,7,51,1064017,8,7,25,1,17.9872365940793,11.2147540664231,28.8554982120759,21.331,17,2,61,51
"188","2001-07-01",2001,7,52,1975139,61,7,26,1,65.6378489505427,41.8123829253818,103.058935798572,71.73,59,10,205,52
"189","2001-07-01",2001,7,53,829238,18,7,27,1,13.5162214185778,8.34876145220949,21.8863690906512,13.663,11,1,39.025,53
"190","2001-08-01",2001,8,11,580275,6,8,1,1,6.22335745925732,3.83007060710239,10.1140033812696,6.735,5,0,21,11
"191","2001-08-01",2001,8,12,324213,2,8,2,1,4.97149552015475,3.02700800217235,8.16569952090757,5.522,4,0,17,12
"192","2001-08-01",2001,8,13,1520807,14,8,3,1,120.571291225418,74.5460604289562,195.045636573828,142.177,118,19,405.15,13
"193","2001-08-01",2001,8,14,195868,54,8,4,1,115.231099871614,72.4016303308165,183.429801378835,129.237,109,17,359.175,14
"194","2001-08-01",2001,8,15,3141578,48,8,5,1,132.66250552584,83.8464384917043,209.939198629425,148.457,122,23.975,410,15
"195","2001-08-01",2001,8,16,295134,185,8,6,1,68.8664619068445,44.5888606063508,106.380762899632,54.022,44.5,7,163.025,16
"196","2001-08-01",2001,8,17,537291,12,8,7,1,20.3691381701186,12.8221693617628,32.3631480708842,21.916,18,2,61,17
"197","2001-08-01",2001,8,21,2716327,49,8,8,1,89.2401284760519,56.2406382338976,141.630763617683,97.863,82,13,268.15,21
"198","2001-08-01",2001,8,22,1131904,123,8,9,1,128.062556379429,81.6878186209514,200.79776920494,132.187,111.5,15.975,372.075,22
"199","2001-08-01",2001,8,23,3035091,397,8,10,1,497.855860466645,317.766101643816,780.142419991945,516.308,441,81.9,1394.15,23
"200","2001-08-01",2001,8,24,1083280,562,8,11,1,483.898335265574,311.041466708711,752.934755239914,492.744,410.5,70,1361.125,24
"201","2001-08-01",2001,8,25,1305858,282,8,12,1,226.836135490875,145.417949979399,353.900472736654,224.241,188,32.975,608.025,25
"202","2001-08-01",2001,8,26,3070367,257,8,13,1,209.705120840869,134.432202968011,327.184211389167,201.338,170,30.975,550.025,26
"203","2001-08-01",2001,8,27,1223353,24,8,14,1,38.5354530260007,24.1602338994905,61.4765134184245,40.478,33,5,116,27
