Date,Year,Month,CD_UF,area_km2,NDVI_d,dewpoint_temperature_2m_d,humidity_d,max_temperature_2m_d,min_temperature_2m_d,surface_pressure_d,temperature_2m_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d,max_elevation_d,mean_elevation_d,min_elevation_d,stdDev_elevation_d,variance_elevation_d,Pop0_19_Urban_UF,PopTotal_Urban_UF,Pop0_19_Rural_UF,PopTotal_Rural_UF,Pop0_19_UF,PopTotal_UF,cases_total,cases0_19,cases20_99,Forest_Cover_Percent,Urban_Cover_Percent,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,t_sem_agua_esgoto,t_sem_lixo,t_vulner_mais1h,t_analf_15m,t_cdom_fundin,t_p15a24_nada,t_vulner,t_desocup18m,t_p18m_fundin_informal,idhm,idhm_long,idhm_educ,idhm_renda,idhm_educ_sub_esc,t_pop18m_fundc,idhm_educ_sub_freq,renda_per_capita,pea10a14,pea15a17,pea18m,t_eletrica,t_densidadem2,rdpc_def_vulner,t_analf_18m,t_formal_18m,t_fundc_ocup18m,t_medioc_ocup18m
2013-07-01,2013,7,11,237765.34699999998,0.6162994431068961,291.8785198619677,67.87932385422589,307.7139505418261,288.29714114289067,99122.68903177952,298.342115410281,0.2082192258328619,-0.03130846899710806,0.49015037863349514,499.5749256436695,197.73051198793806,94.78054529895822,49.347550913745934,2936.506225905438,423582,1149180,156693,413229,580275,1562409,106,29,77,83.01276272237394,0.2197641996098389,0.319,0.231,0.4,0.325,12.43,5.36,4.73,8.73,34.25,10.29,33.33,5.19,41.1,0.69,0.8,0.577,0.712,0.48,48.0,0.633,670.82,18698,34904,723839,97.26,27.15,144.93,9.42,51.72,53.83,36.93
2013-07-01,2013,7,12,164173.43099999995,0.5431550451403198,292.9534306365992,77.4439086791047,305.82385388636897,287.6238202922922,98910.44876481411,297.18768182211136,0.2918144278816842,-0.10041618422487764,0.12026096723968235,376.5254846576758,221.03575193104783,134.591442542454,32.614629283625916,1110.6190483548264,222201,532279,102012,201280,324213,733559,65,17,48,94.18014888123473,0.09622201115707561,0.443,0.36,0.564,0.405,28.09,6.37,5.04,16.48,41.14,17.41,50.97,7.46,43.75,0.663,0.777,0.559,0.671,0.488,48.8,0.599,522.15,9054,11629,283968,91.14,46.05,119.68,17.79,46.45,55.2,39.61
2013-07-01,2013,7,13,1559167.8779999998,0.4159111704744854,295.8202394095815,86.99779444870786,303.6420155723664,293.90515946911586,100508.74282324336,298.1405461169323,1.5625146224506823,-0.3647413503153467,-0.04302334244044686,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,1143830,2755490,376977,728495,1520807,3483985,578,217,361,98.93002381983834,0.03548340111202974,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01
2013-07-01,2013,7,14,223644.527,0.2263816326611535,295.50870753790065,87.63375577637689,303.2853410324222,294.03038623319236,99743.24717199571,297.7027381265986,3.1161448363508253,-0.5108616146658296,0.08968898472012045,744.4676599797104,141.3412813073238,49.928329622468524,65.15235055449573,12694.573314144332,142324,344859,53544,105620,195868,450479,99,25,74,97.69855333627636,0.08342744554214587,0.366,0.245,0.483,0.37,12.44,3.32,5.88,10.33,28.92,15.71,45.72,7.6,35.56,0.707,0.809,0.628,0.695,0.587,58.74,0.65,605.59,5441,8041,184044,90.73,51.22,115.71,11.01,47.99,66.08,50.44
2013-07-01,2013,7,15,1240882.4709999992,0.3971362166734938,295.21040769322155,80.92203305381186,304.45004921875886,294.85377225163194,100342.2350479099,298.8264686354821,1.3471341333142564,-1.2166919401758802,-0.3963157179312318,240.00480368750982,85.23887023346992,14.166811963143369,35.33005717101935,2730.5914495309544,2023361,5191559,1118217,2389492,3141578,7581051,102,29,73,91.26667756642338,0.042289831910926654,0.469,0.457,0.494,0.457,29.05,8.08,8.59,11.74,40.81,18.4,55.99,9.03,46.68,0.646,0.789,0.528,0.646,0.474,47.35,0.557,446.76,88495,126117,2992002,91.89,49.4,122.69,12.58,37.38,52.11,34.22
2013-07-01,2013,7,16,142470.76199999996,0.3068450592448644,295.9178151637617,86.6450103370829,303.55764729345066,294.84765018419097,100780.14470207795,298.30376418458593,2.2029538946551153,-1.2851416831374096,-0.29162317062340937,202.9764833628567,47.532481136414084,-7.485522593596066,29.766024436344384,1518.2972287230468,259566,601036,35568,68490,295134,669526,39,13,26,98.10418619278319,0.041913022896286796,0.404,0.373,0.451,0.388,21.51,3.62,8.5,8.4,24.29,16.02,45.22,11.49,32.55,0.708,0.813,0.629,0.694,0.618,61.75,0.634,598.98,6109,10381,280616,98.27,53.98,132.64,9.09,49.11,66.72,50.87
2013-07-01,2013,7,17,277423.63000000006,0.5408341658815803,288.57249262031087,48.4547215019205,307.4982171622983,293.26673390973707,97924.99615901132,300.4976762682256,0.03138523439851014,-1.5002673157635427,0.21194263844916525,587.5561370347212,299.4218280338077,180.92446392881538,73.75689968828037,7767.269100846347,420392,1090106,116899,293339,537291,1383445,157,44,113,88.7798896025046,0.03065694360649091,0.336,0.212,0.418,0.378,8.07,5.65,5.27,13.09,30.3,14.32,44.71,6.9,40.72,0.699,0.793,0.624,0.69,0.526,52.55,0.68,586.62,11961,26098,594351,94.74,31.22,137.04,14.14,47.16,61.15,45.29
2013-07-01,2013,7,21,329651.49499999976,0.4109642731634933,294.0651470840487,72.58518662177111,305.5151190333813,294.92774445087633,100156.11121911969,299.63467820893925,0.8652322764265801,-1.5287510610445108,-0.4948064223094261,211.2221847727737,101.63754559409205,32.43830957921235,31.49335058592494,1546.5824176034332,1618690,4147149,1097637,2427640,2716327,6574789,176,66,110,87.15941718046827,0.10805893765496616,0.521,0.526,0.534,0.503,23.99,20.92,9.9,20.87,42.56,21.56,63.58,8.56,50.99,0.639,0.757,0.562,0.612,0.444,44.36,0.632,360.34,69132,100920,2424519,96.1,42.7,113.11,22.51,33.2,51.08,35.2
2013-07-01,2013,7,22,251755.4849999999,0.44562432385344725,289.89628158804965,52.17463318099185,308.0083330549078,294.6853706895938,98809.12502216628,300.76693908730243,0.18453876827121393,-2.079655597948087,0.8847378891332924,389.4001635475057,220.67607581761996,118.37551180748855,51.18343214453598,3640.8073919441676,711794,2050959,420110,1067401,1131904,3118360,486,114,372,74.37727906558676,0.07547420107572557,0.403,0.265,0.471,0.474,8.15,12.39,5.81,22.92,44.37,18.45,58.13,7.81,52.4,0.646,0.777,0.547,0.635,0.418,41.81,0.625,416.93,28190,44583,1250474,93.01,31.44,120.32,24.55,36.52,48.54,33.38
2013-07-01,2013,7,23,148894.4419999999,0.3394811448824464,292.29593431332466,67.03813191750886,305.5237069266213,294.40675977946773,99310.88153789101,299.0048800711714,0.60785006418823,-3.173111193329594,1.7809319811454267,507.94047594399734,191.00574819087635,86.95849441713524,65.58484311972003,8477.525195146949,2199210,6346557,835881,2105824,3035091,8452381,4244,1252,2992,42.22308103227038,0.4075654120595953,0.378,0.263,0.438,0.434,10.99,6.44,6.37,18.74,33.99,19.63,54.85,7.56,45.64,0.682,0.793,0.615,0.651,0.488,48.83,0.691,460.63,66645,127830,3462563,99.08,34.13,128.56,20.14,41.62,56.88,39.66
2013-07-01,2013,7,24,52809.60099999999,0.30497424657694244,292.703592960584,72.46802654122976,303.5489722331626,294.1878084781051,100146.16812450816,298.1902421703574,1.1461631825012908,-2.79966222159019,3.253495314714704,263.64504879535434,116.81445329637494,44.94076281546843,36.666347684099755,2079.52100780403,814504,2464991,268776,703036,1083280,3168027,1864,468,1396,73.21438939768515,0.5997339423576505,0.349,0.217,0.42,0.411,9.4,2.49,5.87,18.54,35.73,17.86,47.7,9.69,43.98,0.684,0.792,0.597,0.678,0.486,48.6,0.661,545.42,16728,40250,1323245,99.36,29.67,137.59,19.74,50.51,57.43,42.26
2013-07-01,2013,7,25,56467.24199999998,0.26112537998370483,291.7706723252329,74.38473042110728,302.6748513228454,292.4012634493638,98449.08824183159,296.79164170456204,1.234124406697511,-1.8969177022369885,2.7900073100441904,464.89820412857677,270.41968754241134,158.4870554526609,51.09219250103014,3576.7038085477166,953958,2838678,351900,927850,1305858,3766528,1582,519,1063,75.18345010775245,0.5704458637734403,0.385,0.225,0.469,0.462,11.75,3.5,5.19,21.91,44.28,18.98,53.65,8.52,50.86,0.658,0.783,0.555,0.656,0.426,42.55,0.634,474.94,30076,52956,1539820,99.43,28.94,131.16,23.39,40.79,49.69,36.25
2013-07-01,2013,7,26,98049.27099999996,0.22459526795042442,292.0340492182873,78.66580145329739,301.3445767605781,291.619462627718,98428.658690783,296.01979414901604,3.3361438356113626,-1.6908246051804159,2.6419678060640055,506.8132069597074,280.94740606521015,166.81425405893094,59.37202133025209,4850.671632160412,2362672,7052210,707695,1744238,3070367,8796448,578,151,427,20.159416328725083,0.9343770874117262,0.414,0.318,0.46,0.463,10.83,5.26,9.17,18.0,40.86,18.87,51.86,10.93,45.88,0.673,0.789,0.574,0.673,0.47,47.01,0.635,525.64,66893,120862,3655511,99.47,29.89,133.58,19.12,46.53,54.54,39.72
2013-07-01,2013,7,27,27830.656,0.2986644156086277,292.7301081557077,81.04034947369213,301.0205213107719,292.0649166719556,99768.5255271159,296.1669004186199,2.447745242497926,-1.747775666025343,1.7785282810632337,379.97747696358334,158.17474779471758,58.377811974642476,49.41467348413754,3063.145548987723,861779,2297860,361574,822634,1223353,3120494,989,340,649,71.00959969472348,0.8078206838770449,0.461,0.324,0.563,0.495,13.07,3.84,9.05,24.33,49.55,21.65,59.76,10.53,51.13,0.631,0.755,0.52,0.641,0.406,40.57,0.589,432.56,30470,47855,1182876,98.98,35.04,124.47,26.09,45.09,47.95,33.63
2013-07-01,2013,7,28,21938.184,0.2696677122475456,292.8729569104731,79.79691938663647,300.65332616199873,292.548738188443,100611.91404804235,296.56766263080857,1.5085264640649243,-2.372669816588186,2.0001197909446393,261.98370903140545,95.27876001476845,22.97520329861892,35.10880972842931,1920.4289521998585,531495,1520366,226772,547651,758267,2068017,59,15,44,73.52290355153778,0.9925772834564399,0.393,0.28,0.467,0.431,11.02,2.86,8.06,18.4,42.28,16.39,52.13,10.14,45.5,0.665,0.781,0.56,0.672,0.469,46.89,0.612,523.53,15587,30652,884906,99.18,29.14,133.51,19.72,46.69,52.57,37.92
2013-07-01,2013,7,29,564760.4269999996,0.21465517583538124,290.65072827226993,74.56764960435964,301.38605311726553,291.00500906696016,98204.00746688056,295.61450077821434,0.9758975780380165,-2.0494727126279306,1.690042357390434,611.2522851333954,316.16689226287735,177.13816444228135,70.67178731313653,7455.623889192866,3393723,10102476,1523652,3914430,4917375,14016906,1349,386,963,69.9631740760757,0.2601847872995635,0.403,0.276,0.455,0.478,9.35,4.65,7.95,16.58,40.68,17.67,52.71,10.62,47.15,0.66,0.783,0.555,0.663,0.461,46.07,0.609,496.73,136029,235457,6209932,96.45,27.91,129.67,17.73,42.91,52.7,37.81
2013-07-01,2013,7,31,586513.9929999999,0.4104652354861318,285.2676687944017,66.50359726303782,301.6567897820386,283.08196481856254,93025.3577489399,291.75253488077186,0.16798926525400626,-1.0184255637594826,0.03601487914823253,1219.0634021063074,790.4408364699843,579.6918517981786,109.58219854298547,14681.45476727509,5124650,16715216,988646,2882114,6113296,19597330,1639,456,1183,83.86806245601416,0.8935634401430369,0.282,0.228,0.323,0.295,1.84,2.15,8.97,8.31,30.52,9.73,28.85,6.33,36.12,0.731,0.838,0.638,0.73,0.514,51.43,0.71,749.69,118305,337757,9517313,99.35,18.91,159.36,8.83,62.01,58.71,41.34
2013-07-01,2013,7,32,46074.44699999999,0.3474703913530128,289.83983377639197,78.92880092428936,300.96049752782005,287.17270413877293,99571.98026244417,293.6281001374893,0.41714466938529576,-0.2591955188860005,0.2783336271264158,848.862035100337,199.00172275758297,39.01488868126791,122.19618721393475,22256.51521616545,918979,2931472,194192,583480,1113171,3514952,2014,532,1482,86.30756985269288,1.708860502017973,0.274,0.217,0.319,0.285,0.99,2.07,8.76,8.12,28.87,9.4,26.82,6.75,33.44,0.74,0.835,0.653,0.743,0.552,55.23,0.711,815.43,23183,62171,1747518,99.83,20.59,162.91,8.62,61.16,61.43,44.46
2013-07-01,2013,7,33,43750.426,0.3248756396589257,288.40998170703807,79.89320154385496,303.99637117240235,284.7751129695895,99515.63497233331,291.9575755833225,1.0697920284376623,0.02897265684914021,-0.22799258591023167,1033.459321864406,179.95551125876483,-30.44846859545155,154.2975919453599,33212.34572211406,4481885,15464239,174030,525690,4655915,15989929,1475,453,1022,96.48499342185237,6.788112853219186,0.323,0.427,0.292,0.251,1.67,2.41,21.81,4.27,22.38,8.53,22.26,8.36,26.2,0.761,0.835,0.675,0.782,0.647,64.65,0.689,1039.3,52592,147268,7652683,99.92,30.33,168.38,4.47,66.94,70.93,52.53
2013-07-01,2013,7,35,248219.48100000023,0.3443008448845624,285.43026048673624,77.99615062674891,299.98998593353986,279.79895806021426,94400.87370660964,289.3416361130549,0.8388420516104147,-0.4758153564942299,0.21218826707985025,1028.7807143288703,680.7678145890135,380.73395164906265,73.734072973831,9556.338064550037,11630147,39585251,534679,1676948,12164826,41262199,1310,277,1033,86.11302076205003,4.022964089757919,0.297,0.407,0.263,0.222,0.6,0.38,20.51,4.32,18.55,6.13,16.13,7.05,25.93,0.783,0.845,0.719,0.789,0.629,62.91,0.768,1084.46,166467,636032,20921411,99.91,28.66,173.37,4.53,71.44,70.76,52.58
2013-07-01,2013,7,41,199298.982,0.38035980367674627,284.1704075319649,80.53850400915586,297.3867155498893,273.0018870656434,94256.89387071054,287.49722462848564,1.4840997266858773,-0.6758948378372871,-0.2409774263615409,913.4890923724064,678.9164200668515,489.2922506009368,71.30001692742265,7015.011587010389,2801335,8912692,518796,1531834,3320131,10444526,230,78,152,91.46787794288511,1.767005148907808,0.252,0.217,0.298,0.241,0.97,0.82,9.13,6.28,25.51,6.35,19.7,4.52,31.55,0.749,0.83,0.668,0.757,0.555,55.53,0.733,890.89,77239,217986,5307494,99.6,16.85,166.68,6.69,65.63,63.07,44.9
2013-07-01,2013,7,42,95560.41099999998,0.35781138646926747,283.55662700166073,81.41199186653992,297.83557472365425,274.4195988667269,97619.24109315261,286.6849238020175,1.210007862193236,0.1987417806531463,-0.14806347661035296,864.8237384523103,375.9523626569293,170.81200111515906,142.31739360312235,29327.427971001107,1589061,5247913,318438,1000523,1907499,6248436,2,0,2,91.53429659614332,2.333481858615684,0.192,0.128,0.253,0.194,0.78,0.69,5.28,4.13,22.69,3.75,12.36,3.4,26.87,0.774,0.86,0.697,0.773,0.589,58.87,0.759,983.9,45143,142653,3363169,99.81,13.15,172.86,4.37,72.15,65.84,46.22
2013-07-01,2013,7,43,268533.02199999976,0.3893000980133979,282.4811361552347,79.98241778331425,298.03409283875163,273.3493866646883,99455.68674019077,285.84931970991664,0.9852175355242901,-0.11395185884261273,-0.333060744775591,450.80164222148846,220.65643626482327,80.91710053433121,67.42313804124554,6569.658978140978,2655710,9100291,449531,1593638,3105241,10693929,4,1,3,93.77851870180251,1.424623314300878,0.234,0.17,0.3,0.231,0.89,0.76,7.1,4.52,27.02,6.03,18.65,4.56,30.8,0.746,0.84,0.642,0.769,0.563,56.29,0.686,959.24,67457,194857,5569515,99.71,16.25,164.45,4.75,66.38,62.95,43.64
2013-07-01,2013,7,50,352086.5610000001,0.4518096815041809,285.9594697900968,65.97210009665118,303.58605339860264,277.00052169111626,97257.63289591932,292.563813541124,0.35140604397661845,-1.1513240363147235,-0.004458281169586837,659.1494391235038,393.66477409729885,226.51650045079182,72.65779244596642,5956.018786831327,702472,2097238,135232,351786,837704,2449024,418,144,274,86.25435461536401,0.27943006788261043,0.289,0.224,0.369,0.273,3.93,1.36,8.32,7.67,31.01,9.08,26.83,5.69,33.9,0.729,0.833,0.629,0.74,0.536,53.6,0.682,799.34,15831,47677,1198287,98.63,24.97,158.74,8.21,59.39,60.31,43.09
2013-07-01,2013,7,51,903207.0499999998,0.5324145644328446,287.0551830734658,51.67850758306603,307.0204910662177,286.25550208403536,97693.93174126229,297.7148472155698,0.02187241908872788,-0.6557488132151128,0.47109163331819687,643.4073101509593,330.73179909282896,191.27939239345238,76.18472973045398,7479.342402525187,859787,2482801,204230,552321,1064017,3035122,592,180,412,85.0704681681099,0.09514243361287446,0.277,0.185,0.359,0.288,5.16,2.89,5.77,8.48,28.56,8.69,27.0,5.75,34.94,0.725,0.821,0.635,0.732,0.532,53.2,0.693,762.52,25315,62379,1462454,98.01,26.58,153.35,9.07,57.26,59.68,41.34
2013-07-01,2013,7,52,340242.85400000017,0.45158205632187504,283.9671536003975,49.16282993448612,304.05983196903736,285.38093269269996,93066.59438131851,295.1488197053432,0.003355443122363751,-1.4178286185089906,0.30692449484749507,1030.4609085130921,766.3852338939571,597.9394117513809,75.26816681924585,6828.074377312934,1788402,5420714,186737,583074,1975139,6003788,2335,519,1816,87.90619075927198,0.6189790220629605,0.331,0.385,0.334,0.274,3.38,1.35,15.68,7.94,26.54,7.6,24.22,5.76,33.56,0.735,0.827,0.646,0.742,0.55,54.97,0.7,810.97,47561,121651,2999513,99.39,19.26,169.02,8.46,56.8,61.04,42.87
2013-07-01,2013,7,53,5760.7840000000015,0.4288063509801596,283.8120467749393,52.82965567559827,302.621946434864,286.15739073714457,90358.08599401497,293.7766337279377,0.004840068869489998,-1.7923152000996825,0.31548190155721256,1345.0,1034.5635178543582,734.0,113.28742885662999,12834.041536946,796905,2482210,32333,87950,829238,2570160,611,156,455,93.57609015212643,10.217211449211248,0.294,0.412,0.265,0.204,0.72,1.13,22.45,3.47,17.14,5.13,16.0,7.58,18.69,0.824,0.873,0.742,0.863,0.723,72.32,0.751,1715.11,10706,36652,1361053,99.91,23.48,171.62,3.66,71.62,76.39,61.0
2013-08-01,2013,8,11,237765.34699999998,0.615718491307011,288.88450145307087,52.57835053366488,309.0510156329421,290.48510870931403,98972.50617940229,299.51935492050126,0.17372803693710032,0.08491886517794064,0.7148144723356271,499.5749256436695,197.73051198793806,94.78054529895822,49.347550913745934,2936.506225905438,423582,1149180,156693,413229,580275,1562409,68,11,57,83.01276272237394,0.2197641996098389,0.319,0.231,0.4,0.325,12.43,5.36,4.73,8.73,34.25,10.29,33.33,5.19,41.1,0.69,0.8,0.577,0.712,0.48,48.0,0.633,670.82,18698,34904,723839,97.26,27.15,144.93,9.42,51.72,53.83,36.93
2013-08-01,2013,8,12,164173.43099999995,0.5943324118841631,291.4832819966192,68.91131049514279,306.8237302420261,287.99939172735253,98786.84881667103,297.62934839933405,0.5035277802082434,-0.07015562693747104,0.17557331321920056,376.5254846576758,221.03575193104783,134.591442542454,32.614629283625916,1110.6190483548264,222201,532279,102012,201280,324213,733559,17,4,13,94.18014888123473,0.09622201115707561,0.443,0.36,0.564,0.405,28.09,6.37,5.04,16.48,41.14,17.41,50.97,7.46,43.75,0.663,0.777,0.559,0.671,0.488,48.8,0.599,522.15,9054,11629,283968,91.14,46.05,119.68,17.79,46.45,55.2,39.61
2013-08-01,2013,8,13,1559167.8779999998,0.4474884266011327,296.0860091629285,84.83264713646442,304.71576717807125,294.54194561188456,100360.82337301133,298.86205698649957,1.1311466300224384,-0.05889669723344341,-0.4101236620237183,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,1143830,2755490,376977,728495,1520807,3483985,355,139,216,98.93002381983834,0.03548340111202974,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01
2013-08-01,2013,8,14,223644.527,0.19850565384671381,295.9087029841365,87.60226211804769,303.7799970286444,294.43841078390506,99618.48911663695,298.1152206693136,2.3358508854276643,-0.48569220768445814,0.029037008448145753,744.4676599797104,141.3412813073238,49.928329622468524,65.15235055449573,12694.573314144332,142324,344859,53544,105620,195868,450479,79,30,49,97.69855333627636,0.08342744554214587,0.366,0.245,0.483,0.37,12.44,3.32,5.88,10.33,28.92,15.71,45.72,7.6,35.56,0.707,0.809,0.628,0.695,0.587,58.74,0.65,605.59,5441,8041,184044,90.73,51.22,115.71,11.01,47.99,66.08,50.44
2013-08-01,2013,8,15,1240882.4709999992,0.32913408492220725,295.1570142710879,76.23864278316671,305.371071331207,295.45248247836076,100201.3025143256,299.86180999678675,0.6546135935797854,-1.480258463796186,-0.7196427606757343,240.00480368750982,85.23887023346992,14.166811963143369,35.33005717101935,2730.5914495309544,2023361,5191559,1118217,2389492,3141578,7581051,100,33,67,91.26667756642338,0.042289831910926654,0.469,0.457,0.494,0.457,29.05,8.08,8.59,11.74,40.81,18.4,55.99,9.03,46.68,0.646,0.789,0.528,0.646,0.474,47.35,0.557,446.76,88495,126117,2992002,91.89,49.4,122.69,12.58,37.38,52.11,34.22
2013-08-01,2013,8,16,142470.76199999996,0.3003208304251247,296.24826316223255,83.71548857888571,304.4584493162361,295.60772460012447,100649.85904612737,299.2218172684305,1.5687580175383025,-1.6876632686736044,-0.4082667133290603,202.9764833628567,47.532481136414084,-7.485522593596066,29.766024436344384,1518.2972287230468,259566,601036,35568,68490,295134,669526,58,9,49,98.10418619278319,0.041913022896286796,0.404,0.373,0.451,0.388,21.51,3.62,8.5,8.4,24.29,16.02,45.22,11.49,32.55,0.708,0.813,0.629,0.694,0.618,61.75,0.634,598.98,6109,10381,280616,98.27,53.98,132.64,9.09,49.11,66.72,50.87
2013-08-01,2013,8,17,277423.63000000006,0.4717295789135697,286.69972773321444,40.96196215750676,309.1717703529155,292.9703623794824,97792.90251046162,301.39300261967054,0.016834620590970115,-1.643538792692941,0.22017011853613977,587.5561370347212,299.4218280338077,180.92446392881538,73.75689968828037,7767.269100846347,420392,1090106,116899,293339,537291,1383445,124,46,78,88.7798896025046,0.03065694360649091,0.336,0.212,0.418,0.378,8.07,5.65,5.27,13.09,30.3,14.32,44.71,6.9,40.72,0.699,0.793,0.624,0.69,0.526,52.55,0.68,586.62,11961,26098,594351,94.74,31.22,137.04,14.14,47.16,61.15,45.29
2013-08-01,2013,8,21,329651.49499999976,0.39430466770740663,293.1965357137655,64.27592343912286,307.2398077169711,295.6435270064396,100020.53967055866,300.9559391182142,0.2214827946888168,-1.9035646477744481,-0.6601728598138008,211.2221847727737,101.63754559409205,32.43830957921235,31.49335058592494,1546.5824176034332,1618690,4147149,1097637,2427640,2716327,6574789,179,74,105,87.15941718046827,0.10805893765496616,0.521,0.526,0.534,0.503,23.99,20.92,9.9,20.87,42.56,21.56,63.58,8.56,50.99,0.639,0.757,0.562,0.612,0.444,44.36,0.632,360.34,69132,100920,2424519,96.1,42.7,113.11,22.51,33.2,51.08,35.2
2013-08-01,2013,8,22,251755.4849999999,0.4542986196722417,288.17241231219634,43.181174924103345,309.58554211704126,295.25616658443425,98687.85006012989,302.07772594677596,0.018865744858968282,-2.3941295409203325,1.2629534683407786,389.4001635475057,220.67607581761996,118.37551180748855,51.18343214453598,3640.8073919441676,711794,2050959,420110,1067401,1131904,3118360,229,67,162,74.37727906558676,0.07547420107572557,0.403,0.265,0.471,0.474,8.15,12.39,5.81,22.92,44.37,18.45,58.13,7.81,52.4,0.646,0.777,0.547,0.635,0.418,41.81,0.625,416.93,28190,44583,1250474,93.01,31.44,120.32,24.55,36.52,48.54,33.38
2013-08-01,2013,8,23,148894.4419999999,0.32022030503989635,291.22245393205367,58.793249290548715,306.4826771928545,295.12443034956283,99214.51808604794,300.1352968492542,0.09819241415168749,-3.9575033975225216,2.018507955778659,507.94047594399734,191.00574819087635,86.95849441713524,65.58484311972003,8477.525195146949,2199210,6346557,835881,2105824,3035091,8452381,3209,915,2294,42.22308103227038,0.4075654120595953,0.378,0.263,0.438,0.434,10.99,6.44,6.37,18.74,33.99,19.63,54.85,7.56,45.64,0.682,0.793,0.615,0.651,0.488,48.83,0.691,460.63,66645,127830,3462563,99.08,34.13,128.56,20.14,41.62,56.88,39.66
2013-08-01,2013,8,24,52809.60099999999,0.28699694516899865,291.9084161693747,66.99923386583235,304.6241778633434,294.11189648973044,100080.68273652224,298.7528684783214,0.6771778512229398,-3.3916021800298135,3.802037636367973,263.64504879535434,116.81445329637494,44.94076281546843,36.666347684099755,2079.52100780403,814504,2464991,268776,703036,1083280,3168027,1576,385,1191,73.21438939768515,0.5997339423576505,0.349,0.217,0.42,0.411,9.4,2.49,5.87,18.54,35.73,17.86,47.7,9.69,43.98,0.684,0.792,0.597,0.678,0.486,48.6,0.661,545.42,16728,40250,1323245,99.36,29.67,137.59,19.74,50.51,57.43,42.26
2013-08-01,2013,8,25,56467.24199999998,0.2665473355171521,291.0605106606958,69.80813258350943,303.80115333823005,292.07890201039623,98398.05092795652,297.18838240948963,0.8782308481533353,-2.3642608572333343,3.1069129658968024,464.89820412857677,270.41968754241134,158.4870554526609,51.09219250103014,3576.7038085477166,953958,2838678,351900,927850,1305858,3766528,1191,397,794,75.18345010775245,0.5704458637734403,0.385,0.225,0.469,0.462,11.75,3.5,5.19,21.91,44.28,18.98,53.65,8.52,50.86,0.658,0.783,0.555,0.656,0.426,42.55,0.634,474.94,30076,52956,1539820,99.43,28.94,131.16,23.39,40.79,49.69,36.25
2013-08-01,2013,8,26,98049.27099999996,0.25006102047374085,291.49669395559744,75.7039983279989,301.8403353316033,291.38629204942754,98388.9293341234,296.13499729528814,1.6921653482184371,-2.0735403893817175,2.8771073175350432,506.8132069597074,280.94740606521015,166.81425405893094,59.37202133025209,4850.671632160412,2362672,7052210,707695,1744238,3070367,8796448,497,145,352,20.159416328725083,0.9343770874117262,0.414,0.318,0.46,0.463,10.83,5.26,9.17,18.0,40.86,18.87,51.86,10.93,45.88,0.673,0.789,0.574,0.673,0.47,47.01,0.635,525.64,66893,120862,3655511,99.47,29.89,133.58,19.12,46.53,54.54,39.72
2013-08-01,2013,8,27,27830.656,0.2618992304211664,292.3729787425447,80.14677614893156,301.19813234995496,291.5108666667459,99735.50828706821,295.99035768050487,1.0014328435348079,-2.0913340833162137,1.8037169962377162,379.97747696358334,158.17474779471758,58.377811974642476,49.41467348413754,3063.145548987723,861779,2297860,361574,822634,1223353,3120494,822,250,572,71.00959969472348,0.8078206838770449,0.461,0.324,0.563,0.495,13.07,3.84,9.05,24.33,49.55,21.65,59.76,10.53,51.13,0.631,0.755,0.52,0.641,0.406,40.57,0.589,432.56,30470,47855,1182876,98.98,35.04,124.47,26.09,45.09,47.95,33.63
2013-08-01,2013,8,28,21938.184,0.23609138656202744,292.60800398051856,79.76202701757656,301.18202841454894,292.49690269076393,100577.13860745345,296.3031204579171,1.1691432300761362,-2.5895095822840406,1.9675294035259807,261.98370903140545,95.27876001476845,22.97520329861892,35.10880972842931,1920.4289521998585,531495,1520366,226772,547651,758267,2068017,45,21,24,73.52290355153778,0.9925772834564399,0.393,0.28,0.467,0.431,11.02,2.86,8.06,18.4,42.28,16.39,52.13,10.14,45.5,0.665,0.781,0.56,0.672,0.469,46.89,0.612,523.53,15587,30652,884906,99.18,29.14,133.51,19.72,46.69,52.57,37.92
