"","Name","UF","Year","Month","date","totalcase","case0to19","time"
"2922","33 Rio de Janeiro",33,2012,6,"2012-06-01",18047,5377,138
"2935","35 São Paulo",35,2012,6,"2012-06-01",1825,375,138
"2952","41 Paraná",41,2012,6,"2012-06-01",167,42,138
"2972","42 Santa Catarina",42,2012,6,"2012-06-01",4,0,138
"2993","43 Rio Grande do Sul",43,2012,6,"2012-06-01",7,2,138
"3013","50 Mato Grosso do Sul",50,2012,6,"2012-06-01",435,135,138
"3034","51 Mato Grosso",51,2012,6,"2012-06-01",2685,838,138
"3047","52 Goiás",52,2012,6,"2012-06-01",2127,562,138
"3066","53 Distrito Federal",53,2012,6,"2012-06-01",106,27,138
"3084","11 Rondônia",11,2012,7,"2012-07-01",212,65,139
"3107","12 Acre",12,2012,7,"2012-07-01",45,17,139
"3130","13 Amazonas",13,2012,7,"2012-07-01",296,103,139
"3150","14 Roraima",14,2012,7,"2012-07-01",163,46,139
"3171","15 Pará",15,2012,7,"2012-07-01",717,205,139
"3178","16 Amapá",16,2012,7,"2012-07-01",98,29,139
"3207","17 Tocantins",17,2012,7,"2012-07-01",332,98,139
"3224","21 Maranhão",21,2012,7,"2012-07-01",290,150,139
"3246","22 Piauí",22,2012,7,"2012-07-01",749,227,139
"3264","23 Ceará",23,2012,7,"2012-07-01",1878,653,139
"3282","24 Rio Grande do Norte",24,2012,7,"2012-07-01",2121,591,139
"3291","25 Paraíba",25,2012,7,"2012-07-01",1022,289,139
"3323","26 Pernambuco",26,2012,7,"2012-07-01",1230,355,139
"3343","27 Alagoas",27,2012,7,"2012-07-01",2704,831,139
"3362","28 Sergipe",28,2012,7,"2012-07-01",308,90,139
"3378","29 Bahia",29,2012,7,"2012-07-01",2461,851,139
"3389","31 Minas Gerais",31,2012,7,"2012-07-01",1229,334,139
"3410","32 Espírito Santo",32,2012,7,"2012-07-01",833,257,139
"3435","33 Rio de Janeiro",33,2012,7,"2012-07-01",5244,1368,139
"3448","35 São Paulo",35,2012,7,"2012-07-01",650,129,139
"3465","41 Paraná",41,2012,7,"2012-07-01",62,21,139
"3485","42 Santa Catarina",42,2012,7,"2012-07-01",3,0,139
"3506","43 Rio Grande do Sul",43,2012,7,"2012-07-01",3,0,139
"3526","50 Mato Grosso do Sul",50,2012,7,"2012-07-01",196,63,139
"3547","51 Mato Grosso",51,2012,7,"2012-07-01",1798,520,139
"3560","52 Goiás",52,2012,7,"2012-07-01",1293,313,139
"3579","53 Distrito Federal",53,2012,7,"2012-07-01",91,18,139
"3597","11 Rondônia",11,2012,8,"2012-08-01",178,72,140
"3620","12 Acre",12,2012,8,"2012-08-01",35,7,140
"3643","13 Amazonas",13,2012,8,"2012-08-01",196,78,140
"3663","14 Roraima",14,2012,8,"2012-08-01",254,80,140
"3684","15 Pará",15,2012,8,"2012-08-01",859,273,140
"3691","16 Amapá",16,2012,8,"2012-08-01",271,61,140
"3720","17 Tocantins",17,2012,8,"2012-08-01",166,54,140
"3737","21 Maranhão",21,2012,8,"2012-08-01",245,161,140
"3759","22 Piauí",22,2012,8,"2012-08-01",427,135,140
"3777","23 Ceará",23,2012,8,"2012-08-01",754,293,140
"3795","24 Rio Grande do Norte",24,2012,8,"2012-08-01",1245,402,140
"3804","25 Paraíba",25,2012,8,"2012-08-01",888,242,140
"3836","26 Pernambuco",26,2012,8,"2012-08-01",560,172,140
"3856","27 Alagoas",27,2012,8,"2012-08-01",2036,687,140
"3875","28 Sergipe",28,2012,8,"2012-08-01",168,48,140
"3891","29 Bahia",29,2012,8,"2012-08-01",1453,545,140
"3902","31 Minas Gerais",31,2012,8,"2012-08-01",658,230,140
"3923","32 Espírito Santo",32,2012,8,"2012-08-01",565,196,140
"3948","33 Rio de Janeiro",33,2012,8,"2012-08-01",2935,840,140
"3961","35 São Paulo",35,2012,8,"2012-08-01",377,97,140
"3978","41 Paraná",41,2012,8,"2012-08-01",58,23,140
"3998","42 Santa Catarina",42,2012,8,"2012-08-01",2,0,140
"4019","43 Rio Grande do Sul",43,2012,8,"2012-08-01",2,1,140
"4039","50 Mato Grosso do Sul",50,2012,8,"2012-08-01",126,33,140
"4060","51 Mato Grosso",51,2012,8,"2012-08-01",1064,304,140
"4073","52 Goiás",52,2012,8,"2012-08-01",969,249,140
"4092","53 Distrito Federal",53,2012,8,"2012-08-01",77,20,140
"4110","11 Rondônia",11,2012,9,"2012-09-01",91,26,141
"4133","12 Acre",12,2012,9,"2012-09-01",40,12,141
"4156","13 Amazonas",13,2012,9,"2012-09-01",208,67,141
"4176","14 Roraima",14,2012,9,"2012-09-01",112,29,141
"4197","15 Pará",15,2012,9,"2012-09-01",567,173,141
"4204","16 Amapá",16,2012,9,"2012-09-01",344,106,141
"4233","17 Tocantins",17,2012,9,"2012-09-01",123,42,141
"4250","21 Maranhão",21,2012,9,"2012-09-01",160,102,141
"4272","22 Piauí",22,2012,9,"2012-09-01",180,71,141
"4290","23 Ceará",23,2012,9,"2012-09-01",402,153,141
"4308","24 Rio Grande do Norte",24,2012,9,"2012-09-01",529,169,141
"4317","25 Paraíba",25,2012,9,"2012-09-01",394,88,141
"4349","26 Pernambuco",26,2012,9,"2012-09-01",269,86,141
"4369","27 Alagoas",27,2012,9,"2012-09-01",1202,418,141
"4388","28 Sergipe",28,2012,9,"2012-09-01",101,30,141
"4404","29 Bahia",29,2012,9,"2012-09-01",837,347,141
"4415","31 Minas Gerais",31,2012,9,"2012-09-01",551,198,141
"4436","32 Espírito Santo",32,2012,9,"2012-09-01",581,193,141
"4461","33 Rio de Janeiro",33,2012,9,"2012-09-01",1550,436,141
"4474","35 São Paulo",35,2012,9,"2012-09-01",260,78,141
"4491","41 Paraná",41,2012,9,"2012-09-01",43,11,141
"4511","42 Santa Catarina",42,2012,9,"2012-09-01",0,0,141
"4532","43 Rio Grande do Sul",43,2012,9,"2012-09-01",0,0,141
"4552","50 Mato Grosso do Sul",50,2012,9,"2012-09-01",208,57,141
"4573","51 Mato Grosso",51,2012,9,"2012-09-01",564,184,141
"4586","52 Goiás",52,2012,9,"2012-09-01",1011,339,141
"4605","53 Distrito Federal",53,2012,9,"2012-09-01",51,14,141
"4623","11 Rondônia",11,2012,10,"2012-10-01",170,43,142
"4646","12 Acre",12,2012,10,"2012-10-01",107,23,142
"4669","13 Amazonas",13,2012,10,"2012-10-01",281,107,142
"4689","14 Roraima",14,2012,10,"2012-10-01",62,18,142
"4710","15 Pará",15,2012,10,"2012-10-01",425,133,142
"4717","16 Amapá",16,2012,10,"2012-10-01",264,102,142
"4746","17 Tocantins",17,2012,10,"2012-10-01",223,63,142
"4763","21 Maranhão",21,2012,10,"2012-10-01",94,51,142
"4785","22 Piauí",22,2012,10,"2012-10-01",127,38,142
"4803","23 Ceará",23,2012,10,"2012-10-01",316,117,142
"4821","24 Rio Grande do Norte",24,2012,10,"2012-10-01",355,104,142
"4830","25 Paraíba",25,2012,10,"2012-10-01",231,48,142
"4862","26 Pernambuco",26,2012,10,"2012-10-01",266,81,142
"4882","27 Alagoas",27,2012,10,"2012-10-01",558,207,142
"4901","28 Sergipe",28,2012,10,"2012-10-01",88,24,142
"4917","29 Bahia",29,2012,10,"2012-10-01",699,301,142
"4928","31 Minas Gerais",31,2012,10,"2012-10-01",679,222,142
"4949","32 Espírito Santo",32,2012,10,"2012-10-01",722,274,142
"4974","33 Rio de Janeiro",33,2012,10,"2012-10-01",1348,443,142
"4987","35 São Paulo",35,2012,10,"2012-10-01",484,120,142
"5004","41 Paraná",41,2012,10,"2012-10-01",77,27,142
"5024","42 Santa Catarina",42,2012,10,"2012-10-01",1,0,142
"5045","43 Rio Grande do Sul",43,2012,10,"2012-10-01",1,0,142
"5065","50 Mato Grosso do Sul",50,2012,10,"2012-10-01",255,61,142
"5086","51 Mato Grosso",51,2012,10,"2012-10-01",957,289,142
"5099","52 Goiás",52,2012,10,"2012-10-01",1309,399,142
"5118","53 Distrito Federal",53,2012,10,"2012-10-01",52,14,142
"5136","11 Rondônia",11,2012,11,"2012-11-01",306,72,143
"5159","12 Acre",12,2012,11,"2012-11-01",289,59,143
"5182","13 Amazonas",13,2012,11,"2012-11-01",436,197,143
"5202","14 Roraima",14,2012,11,"2012-11-01",66,22,143
"5223","15 Pará",15,2012,11,"2012-11-01",780,220,143
"5230","16 Amapá",16,2012,11,"2012-11-01",203,53,143
"5259","17 Tocantins",17,2012,11,"2012-11-01",368,113,143
"5276","21 Maranhão",21,2012,11,"2012-11-01",57,27,143
"5298","22 Piauí",22,2012,11,"2012-11-01",127,43,143
"5316","23 Ceará",23,2012,11,"2012-11-01",378,137,143
"5334","24 Rio Grande do Norte",24,2012,11,"2012-11-01",390,128,143
"5343","25 Paraíba",25,2012,11,"2012-11-01",130,35,143
"5375","26 Pernambuco",26,2012,11,"2012-11-01",285,96,143
"5395","27 Alagoas",27,2012,11,"2012-11-01",515,188,143
"5414","28 Sergipe",28,2012,11,"2012-11-01",41,16,143
"5430","29 Bahia",29,2012,11,"2012-11-01",1025,394,143
"5441","31 Minas Gerais",31,2012,11,"2012-11-01",1176,348,143
"5462","32 Espírito Santo",32,2012,11,"2012-11-01",905,285,143
"5487","33 Rio de Janeiro",33,2012,11,"2012-11-01",1789,555,143
"5500","35 São Paulo",35,2012,11,"2012-11-01",847,207,143
"5517","41 Paraná",41,2012,11,"2012-11-01",195,66,143
"5537","42 Santa Catarina",42,2012,11,"2012-11-01",2,1,143
"5558","43 Rio Grande do Sul",43,2012,11,"2012-11-01",6,4,143
"5578","50 Mato Grosso do Sul",50,2012,11,"2012-11-01",1073,286,143
"5599","51 Mato Grosso",51,2012,11,"2012-11-01",1788,538,143
"5612","52 Goiás",52,2012,11,"2012-11-01",1837,534,143
"5631","53 Distrito Federal",53,2012,11,"2012-11-01",53,15,143
"5649","11 Rondônia",11,2012,12,"2012-12-01",440,122,144
"5672","12 Acre",12,2012,12,"2012-12-01",514,148,144
"5695","13 Amazonas",13,2012,12,"2012-12-01",702,235,144
"5715","14 Roraima",14,2012,12,"2012-12-01",51,9,144
"5736","15 Pará",15,2012,12,"2012-12-01",672,172,144
"5743","16 Amapá",16,2012,12,"2012-12-01",76,28,144
"5772","17 Tocantins",17,2012,12,"2012-12-01",631,176,144
"5789","21 Maranhão",21,2012,12,"2012-12-01",119,44,144
"5811","22 Piauí",22,2012,12,"2012-12-01",146,47,144
"5829","23 Ceará",23,2012,12,"2012-12-01",457,176,144
"5847","24 Rio Grande do Norte",24,2012,12,"2012-12-01",448,113,144
"5856","25 Paraíba",25,2012,12,"2012-12-01",131,42,144
"5888","26 Pernambuco",26,2012,12,"2012-12-01",578,175,144
"5908","27 Alagoas",27,2012,12,"2012-12-01",507,185,144
"5927","28 Sergipe",28,2012,12,"2012-12-01",63,25,144
"5943","29 Bahia",29,2012,12,"2012-12-01",1437,474,144
"5954","31 Minas Gerais",31,2012,12,"2012-12-01",5813,1660,144
"5975","32 Espírito Santo",32,2012,12,"2012-12-01",2148,639,144
"6000","33 Rio de Janeiro",33,2012,12,"2012-12-01",3079,958,144
"6013","35 São Paulo",35,2012,12,"2012-12-01",1327,268,144
"6030","41 Paraná",41,2012,12,"2012-12-01",917,264,144
"6050","42 Santa Catarina",42,2012,12,"2012-12-01",2,1,144
"6071","43 Rio Grande do Sul",43,2012,12,"2012-12-01",10,2,144
"6091","50 Mato Grosso do Sul",50,2012,12,"2012-12-01",2616,663,144
"6112","51 Mato Grosso",51,2012,12,"2012-12-01",2666,749,144
"6125","52 Goiás",52,2012,12,"2012-12-01",2693,613,144
"6144","53 Distrito Federal",53,2012,12,"2012-12-01",101,25,144
"18","11 Rondônia",11,2013,1,"2013-01-01",2331,528,145
"31","12 Acre",12,2013,1,"2013-01-01",799,174,145
"55","13 Amazonas",13,2013,1,"2013-01-01",3115,980,145
"63","14 Roraima",14,2013,1,"2013-01-01",54,14,145
"87","15 Pará",15,2013,1,"2013-01-01",1695,494,145
"109","16 Amapá",16,2013,1,"2013-01-01",276,77,145
"128","17 Tocantins",17,2013,1,"2013-01-01",1443,382,145
"139","21 Maranhão",21,2013,1,"2013-01-01",278,94,145
"164","22 Piauí",22,2013,1,"2013-01-01",287,80,145
"178","23 Ceará",23,2013,1,"2013-01-01",987,350,145
"202","24 Rio Grande do Norte",24,2013,1,"2013-01-01",1071,245,145
"223","25 Paraíba",25,2013,1,"2013-01-01",470,139,145
"231","26 Pernambuco",26,2013,1,"2013-01-01",257,75,145
"257","27 Alagoas",27,2013,1,"2013-01-01",258,64,145
"271","28 Sergipe",28,2013,1,"2013-01-01",27,8,145
"302","29 Bahia",29,2013,1,"2013-01-01",5848,1639,145
"322","31 Minas Gerais",31,2013,1,"2013-01-01",35457,8174,145
"341","32 Espírito Santo",32,2013,1,"2013-01-01",6707,1814,145
"359","33 Rio de Janeiro",33,2013,1,"2013-01-01",16403,3607,145
"377","35 São Paulo",35,2013,1,"2013-01-01",12983,2501,145
"398","41 Paraná",41,2013,1,"2013-01-01",5819,1250,145
"415","42 Santa Catarina",42,2013,1,"2013-01-01",63,7,145
"432","43 Rio Grande do Sul",43,2013,1,"2013-01-01",34,2,145
"456","50 Mato Grosso do Sul",50,2013,1,"2013-01-01",24775,5934,145
"474","51 Mato Grosso",51,2013,1,"2013-01-01",9057,2210,145
"493","52 Goiás",52,2013,1,"2013-01-01",21206,4392,145
"508","53 Distrito Federal",53,2013,1,"2013-01-01",510,103,145
"531","11 Rondônia",11,2013,2,"2013-02-01",2353,634,146
"544","12 Acre",12,2013,2,"2013-02-01",599,176,146
"568","13 Amazonas",13,2013,2,"2013-02-01",3639,1236,146
