system:index,CD_MUN,LC_Type1,Municipality_Area,.geo
2929909,2929909,1743257.03125,2.4114569786116333E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930006,2930006,1494577.109375,1.9917399028244727E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930105,2930105,6971789.34375,7.925524732491828E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930154,2930154,906375.5186274509,2.3494838599352555E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930204,2930204,0.0,1.2028952986316124E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930303,2930303,0.0,1.5983545950426235E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930402,2930402,0.0,5.976169884526343E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930501,2930501,1.0008600251960784E7,5.856120889389942E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930600,2930600,0.0,3.232984679743499E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930709,2930709,3.844205368161765E7,2.0219039867456868E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930758,2930758,0.0,1.6340341598512876E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930766,2930766,0.0,6.868656857175217E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930774,2930774,6804270.002389706,1.3615466016171517E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930808,2930808,0.0,1.0306509687176998E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930907,2930907,0.0,1.442743023007851E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931004,2931004,4234357.1875,1.2822235536266756E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931053,2931053,0.0,7.322524576097629E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931103,2931103,747078.078125,2.4479340607835737E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931202,2931202,0.0,4.5578246230129176E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931301,2931301,0.0,7.174928416667488E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931350,2931350,3.04005728125E7,1.1694430741052842E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931400,2931400,116215.41887254901,2.4556472195996603E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931509,2931509,996059.640625,3.532841147418229E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931608,2931608,1483653.1132965686,2.908688164851745E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931707,2931707,0.0,1.9398864943115282E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931806,2931806,4182091.535661765,2.0175014226751692E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2931905,2931905,0.0,2.207024275085027E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932002,2932002,0.0,3.072636815622859E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932101,2932101,747163.375,6.61627329525746E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932200,2932200,3682556.147794117,1.8176764311121464E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932309,2932309,1952619.5966911765,1.7829909499639624E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932408,2932408,747029.34375,5.474616143730397E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932457,2932457,0.0,1.7827893389770126E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932507,2932507,2989372.140625,1.1307491392158723E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932606,2932606,3960192.3868259806,9.05668254455834E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932705,2932705,747282.5625,5.1195719570984024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932804,2932804,0.0,6.362327651621789E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932903,2932903,5479331.5,1.1282141612278802E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933000,2933000,0.0,3.9644216518940014E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933059,2933059,434555.96997549024,4.702560415468355E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933109,2933109,0.0,2.0729390661049494E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933158,2933158,0.0,1.2307916650285966E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933174,2933174,187520.35294117648,2.2224194534796748E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933208,2933208,3424217.7795343143,2.986697404133068E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933257,2933257,0.0,7.847526087471505E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933307,2933307,6.8005077796875E7,3.2658567274305787E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933406,2933406,0.0,5.2439808115923345E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933455,2933455,0.0,2.932045203299948E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933505,2933505,758929.0485294118,6.575076482668179E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933604,2933604,4730994.71875,5.100018231711887E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300101,2300101,0.0,1.8160544823815706E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300150,2300150,995602.5,1.3057826493243024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300200,2300200,3557676.940257353,8.46218924698396E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300309,2300309,995680.6875,2.264056935833664E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300408,2300408,0.0,2.4490805854166927E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300507,2300507,0.0,1.3636205652976444E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300606,2300606,294813.74730392155,7.298781114587441E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300705,2300705,0.0,1.351567904328648E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300754,2300754,4011563.4060661765,1.1802749665561218E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300804,2300804,0.0,2.608214608308464E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2300903,2300903,0.0,5.463908439007561E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301000,2301000,1.0932963897916667E7,4.8236089228267E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301109,2301109,1.7921056453125E7,1.2325946045042489E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301208,2301208,995607.65625,6.468280087683634E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301257,2301257,490003.06127450976,3.43808007378122E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301307,2301307,0.0,1.1020315611737044E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301406,2301406,1742315.09375,1.2028681296900602E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301505,2301505,0.0,1.0730743267767419E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301604,2301604,0.0,1.1600856442291276E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301703,2301703,0.0,8.896698862531244E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301802,2301802,0.0,1.4618303878757536E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301851,2301851,0.0,1.0857204180445087E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301901,2301901,1742555.546875,6.107538847478342E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2301950,2301950,0.0,2.6114782616255638E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302008,2302008,0.0,7.143956577870555E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302057,2302057,995567.25,3.8730182951933205E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302107,2302107,4093700.2045955886,3.154582315273373E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302206,2302206,746700.796875,1.603795391665961E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302305,2302305,1493351.8125,8.45856379038643E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302404,2302404,746727.65625,2.8474695081534224E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302503,2302503,746817.921875,6.574460911889931E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302602,2302602,3982255.21875,1.1254352359884593E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302701,2302701,746799.546875,1.0872293836475658E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302800,2302800,5724740.765625,3.0457648944552464E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2302909,2302909,2872632.6297794115,2.27547081175119E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303006,2303006,497798.453125,9.303660932709693E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303105,2303105,0.0,7.589415906348417E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303204,2303204,0.0,6.36902275627482E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303303,2303303,0.0,1.0408812955832427E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303402,2303402,890180.7731617647,3.648247749526971E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303501,2303501,7466990.90625,8.418136762201091E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303600,2303600,0.0,4.902661943493858E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303659,2303659,0.0,7.874733193246604E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303709,2303709,3.998256286764706E7,1.228665587858556E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303808,2303808,995706.9375,7.331167479155993E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303907,2303907,746675.71875,2.383017904622056E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303931,2303931,0.0,8.188508407712492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2303956,2303956,0.0,2.9774095890590763E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304004,2304004,1244476.671875,7.536626553417848E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304103,2304103,1.04542059375E7,2.994522529087511E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304202,2304202,1.0361558539705884E7,1.1430114617380233E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304236,2304236,0.0,6.994408474051968E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304251,2304251,424579.1222426471,3.3741861572028905E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304269,2304269,0.0,4.731833322801554E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304277,2304277,0.0,3.6448628061624616E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304285,2304285,3655377.131985294,7.91669406079642E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304301,2304301,0.0,5.3282008956843597E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304350,2304350,995588.625,5.71300729341945E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304400,2304400,2.4908732918504897E8,3.1373643751316184E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304459,2304459,995609.09375,2.8627905199906874E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304509,2304509,1244484.328125,2.1121530317769077E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304608,2304608,0.0,2.3138915110728922E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304657,2304657,995596.6875,2.6008871684988105E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304707,2304707,2488924.109375,2.675025350830322E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304806,2304806,0.0,1.1200576900367609E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304905,2304905,995592.25,1.5636996670143208E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2304954,2304954,2678351.4737745104,2.5718467909684938E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305001,2305001,3235701.640625,6.2734497727302E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305100,2305100,0.0,9.121685284583329E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305209,2305209,0.0,9.306734888845972E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305233,2305233,5795942.972794117,1.612652201870599E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305266,2305266,0.0,8.831193500202926E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305308,2305308,0.0,4.1592993070951647E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305332,2305332,0.0,4.2571444081001174E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305357,2305357,1924864.7278186274,4.232921074631074E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305407,2305407,4729552.765625,1.8739310336383684E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305506,2305506,1.0205861125E7,9.964954603335091E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305605,2305605,0.0,3.236457082109686E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305654,2305654,7808.813725490196,7.078625196013191E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305704,2305704,0.0,2.7769783446134794E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305803,2305803,995606.21875,6.28811949331135E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2305902,2305902,0.0,1.4897870753386674E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306009,2306009,0.0,8.428360256519399E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306108,2306108,0.0,1.4729054047619977E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306207,2306207,0.0,2.1454046954499346E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306256,2306256,5149761.8377450975,1.5436570933839393E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306306,2306306,2986755.578125,4.341023240466133E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306405,2306405,1711025.871875,1.607467032614426E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306504,2306504,1744278.306617647,5.958479034217938E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306553,2306553,0.0,7.180113908631425E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306603,2306603,995613.3125,8.332763977678872E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306702,2306702,0.0,1.834802068649477E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306801,2306801,0.0,6.256782517042414E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306900,2306900,497835.453125,1.885218799087312E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307007,2307007,3235782.09375,8.58096935625011E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307106,2307106,1991525.453125,5.473008083500218E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307205,2307205,0.0,3.6992725945063967E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307254,2307254,0.0,2.099603892026113E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307304,2307304,1.776811205404412E7,2.5989478874411848E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307403,2307403,0.0,9.443987338315736E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307502,2307502,0.0,9.49329431704368E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307601,2307601,3235820.046875,7.477820299229863E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307635,2307635,0.0,1.0021665664723157E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307650,2307650,3.343719608296569E7,1.0553668960250337E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307700,2307700,1.6481998526899511E7,5.860885559406855E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307809,2307809,995569.6875,5.76159741991097E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2307908,2307908,0.0,3.0479520463172865E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308005,2308005,3484532.1875,5.703033667410408E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308104,2308104,0.0,1.0836123970900884E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308203,2308203,0.0,1.5232433981893525E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308302,2308302,0.0,5.815736861523939E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308351,2308351,0.0,5.043202256879927E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308377,2308377,0.0,7.118224761438853E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308401,2308401,2987228.125,6.159356077212901E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308500,2308500,0.0,2.1249555854875941E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308609,2308609,0.0,8.964545162467663E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308708,2308708,1244528.625,2.7760982508592596E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308807,2308807,14640.869485294117,4.1628405136100215E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2308906,2308906,0.0,4.1341863324138284E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309003,2309003,746694.0,1.9304083721864608E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309102,2309102,995605.28125,9.838403596740547E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309201,2309201,946921.0764705882,2.8379816240014684E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309300,2309300,1991239.75,7.401524696902645E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309409,2309409,248913.59375,9.515713426076359E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309458,2309458,0.0,7.664384688431134E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309508,2309508,746766.078125,5.800313530347582E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309607,2309607,6720306.0,2.5141204099753827E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309706,2309706,4570941.430085784,1.3382537070946848E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309805,2309805,746700.125,1.1292988386164328E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2309904,2309904,746695.84375,8.874632720605594E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310001,2310001,0.0,4.389057928182561E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310100,2310100,1188862.1319240197,1.2946615854026261E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310209,2310209,3613360.7213235293,3.0608719348512226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310258,2310258,1513863.6172794118,2.905159606695797E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310308,2310308,0.0,2.3238848692060785E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310407,2310407,0.0,5.41619304142676E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310506,2310506,0.0,1.3077673715139515E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310605,2310605,0.0,1.5117272539479738E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310704,2310704,1991177.3125,1.3859484825367463E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310803,2310803,0.0,4.377588441889741E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310852,2310852,1493394.125,7.436080755891863E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310902,2310902,0.0,5.92165249064378E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2310951,2310951,0.0,2.4554252333513227E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311009,2311009,995615.8125,1.3165324013091486E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311108,2311108,746819.703125,2.2581950404489374E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311207,2311207,995733.21875,3.4473681893081343E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311231,2311231,0.0,4.109182671578245E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311264,2311264,0.0,1.0463656571612656E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311306,2311306,3235798.0625,2.0294497396983683E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311355,2311355,0.0,6.07967344095665E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311405,2311405,2240189.296875,3.3395482629819584E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311504,2311504,0.0,6.158042157754551E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311603,2311603,2737911.5625,2.4908380045331493E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311702,2311702,746699.671875,3.745967369952759E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311801,2311801,7218308.515625,1.6181703739472284E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311900,2311900,0.0,1.38724099486928E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311959,2311959,0.0,8.097033748147573E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312007,2312007,0.0,9.768915608798232E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312106,2312106,0.0,8.588247693190908E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312205,2312205,0.0,4.28109878348454E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312304,2312304,3090255.3262254903,3.523972603452376E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312403,2312403,995581.671875,8.463696905291647E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312502,2312502,0.0,2.8067422314774364E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312601,2312601,0.0,1.2341114775191125E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312700,2312700,0.0,9.610544288906935E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312809,2312809,0.0,4.26528537878726E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312908,2312908,1.84183281875E7,2.0776375383737662E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313005,2313005,0.0,1.542548576352761E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313104,2313104,497821.921875,8.528606670736916E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313203,2313203,0.0,2.023394897816071E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313252,2313252,0.0,4.14495464012417E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313302,2313302,1493513.3125,4.0280375237047906E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313351,2313351,0.0,7.620628149561591E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313401,2313401,5461075.239889706,9.138860471368718E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313500,2313500,746679.203125,9.328525644719957E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313559,2313559,0.0,2.021646771177155E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313609,2313609,0.0,4.255459914725438E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313708,2313708,0.0,2.6431744261347234E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313757,2313757,995585.0625,3.170470738887532E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313807,2313807,2240062.828125,9.983905614329267E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313906,2313906,0.0,7.007858247544876E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2313955,2313955,0.0,1.8003207228113028E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2314003,2314003,497858.25,8.335480233780402E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2314102,2314102,995581.75,1.3167279102223196E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200102,3200102,4264111.745649509,9.439213083812641E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200136,3200136,0.0,4.558435009521326E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200169,3200169,996886.515625,4.7521297155539197E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200201,3200201,6232545.921875,7.589848341852448E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200300,3200300,2243673.78125,6.174214906690131E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200359,3200359,0.0,2.2831186645745036E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200409,3200409,6698934.581188725,4.108410252417105E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200508,3200508,997267.8125,1.9451790843524724E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200607,3200607,3.569396574981618E7,1.4244791971945353E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200706,3200706,1495847.4375,2.3351364305154794E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200805,3200805,8974143.458578432,9.11749249365763E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3200904,3200904,4236865.640625,9.474609590206741E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201001,3201001,4485953.234375,4.300613404010353E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201100,3201100,2136294.7689338233,8.932904054631376E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201159,3201159,997113.125,3.554318617151173E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201209,3201209,4.1805908358884804E7,8.67002093029596E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201308,3201308,8.205960491023284E7,2.8052080191110075E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201407,3201407,3988733.734375,6.653965112819242E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201506,3201506,2.3772098339767158E7,1.4024044453490255E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201605,3201605,6769962.961397059,1.1863068474631565E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201704,3201704,1745005.171875,3.70836065141107E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201803,3201803,747888.78125,1.7453094620779037E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201902,3201902,3488016.795404412,1.2327397058603315E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202009,3202009,1080294.52064951,1.597470018470208E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202108,3202108,3239771.640625,2.2926005065147395E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202207,3202207,7690326.575980393,2.8769208973919296E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202256,3202256,0.0,3.611079330096194E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202306,3202306,4238140.578125,4.6949536455654037E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202405,3202405,3.808087738112745E7,5.914933385523248E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202454,3202454,4237786.96875,2.409697877546372E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202504,3202504,5483864.890625,2.0183920114784822E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202553,3202553,1994333.734375,3.3181596018569785E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202603,3202603,2991635.1875,2.0409841315462273E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202652,3202652,1246429.90625,1.85337099523829E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202702,3202702,2492655.625,5.366032509006697E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202801,3202801,1.4633922853860294E7,5.522346726766057E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202900,3202900,2492683.359375,2.9605239684534454E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
