system:index,CD_MUN,LC_Type1,Municipality_Area,.geo
2411809,2411809,0.0,4.0618051893010074E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2411908,2411908,0.0,7.591522472902773E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412005,2412005,1.3594734664522057E7,2.5088786478734678E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412104,2412104,0.0,2.7820349728747225E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412203,2412203,497839.6875,2.9124564970777494E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412302,2412302,995691.5,3.425911971642428E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412401,2412401,0.0,1.7525986944115207E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412500,2412500,746764.90625,1.669526256641577E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412559,2412559,0.0,4.333316995451928E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412609,2412609,0.0,2.4146779460951915E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412708,2412708,0.0,1.9608879910625988E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412807,2412807,248916.6875,4.711390700280096E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412906,2412906,0.0,8.66328586067272E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413003,2413003,0.0,1.9867422262311494E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413102,2413102,0.0,1.5303828701242167E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413201,2413201,746762.703125,2.6214275600959975E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413300,2413300,995696.5625,9.704508546179599E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413359,2413359,0.0,6.229533530306231E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413409,2413409,0.0,5.648242307577937E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413508,2413508,0.0,1.941882383784119E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413557,2413557,0.0,1.2290466394516963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413607,2413607,0.0,1.585357540050303E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413706,2413706,0.0,2.1438408670368287E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413805,2413805,0.0,1.2463324512012176E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2413904,2413904,497829.078125,3.5435143303825456E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414001,2414001,0.0,3.409560979315437E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414100,2414100,0.0,2.2463750980682427E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414159,2414159,0.0,6.885264486433686E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414209,2414209,995685.125,1.0312505958631809E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414308,2414308,0.0,1.360412946158284E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414407,2414407,0.0,7.572605212359203E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414456,2414456,0.0,2.698903647961295E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414506,2414506,0.0,2.1451211245267913E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414605,2414605,0.0,8.769578276617091E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414704,2414704,0.0,7.299893168389215E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414753,2414753,0.0,7.193208990947248E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414803,2414803,25380.030637254902,8.449550536395018E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414902,2414902,0.0,3.8067691938121885E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2415008,2415008,0.0,4.786241994043484E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1100130,1100130,1.09548E7,8.544540524070442E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1100205,1100205,1.026201337033701E8,3.4232267898347095E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1100403,1100403,2240798.140625,2.6627707254471507E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1100809,1100809,6423266.463786764,6.87239414758014E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1100940,1100940,4730445.921875,3.8799330254835153E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1101104,1101104,3734512.890625,4.0984866231637225E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1101757,1101757,2738783.234375,3.147979751691552E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400027,1400027,9955865.796875,2.859969264858129E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400050,1400050,4728940.234375,2.5567594493542507E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400100,1400100,1.144897933125E8,5.712337792330539E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400159,1400159,0.0,8.115870551839671E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400175,1400175,6222232.34375,7.69908222143604E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400209,1400209,1.54309110625E7,4.759238267516186E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400233,1400233,3733248.671875,1.2119904864168385E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400282,1400282,3982200.546875,1.4074339791187466E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400308,1400308,7715556.703125,1.2392918870404093E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400407,1400407,5286394.6044730395,6.990688945745019E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400456,1400456,746694.671875,8.060488714068478E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400472,1400472,8959802.046875,3.3730478810276943E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400506,1400506,4977668.3125,4.30343569831957E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400605,1400605,0.0,1.5337437137878287E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1400704,1400704,1183985.3623161765,8.149293669058536E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800100,2800100,0.0,3.583019807358878E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800209,2800209,2240897.5625,3.610024382462289E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800308,2800308,7.920920129338236E7,1.82892140471925E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800407,2800407,1245049.03125,1.997580557924772E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800506,2800506,0.0,1.4872858700906146E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800605,2800605,4409776.282230392,9.26378403126361E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800670,2800670,1276281.0200367647,2.064668788838075E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800704,2800704,746975.4375,1.420376392865814E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801009,2801009,995994.8125,2.0229689530184835E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801108,2801108,0.0,1.7227571720016506E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801207,2801207,3057033.043504902,9.383093839034458E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801306,2801306,995973.5625,4.439989946234144E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801405,2801405,0.0,6.413335244432026E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801504,2801504,0.0,4.658220031438986E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801603,2801603,0.0,8.405177852565292E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801702,2801702,996058.625,2.294604877637666E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801900,2801900,248990.453125,1.289146962137771E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802007,2802007,0.0,9.069168183377226E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802106,2802106,7221280.109375,6.499194300213703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802205,2802205,0.0,1.840174313765666E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802304,2802304,0.0,4.0079291071643627E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802403,2802403,0.0,6.596380200770272E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802502,2802502,333949.2430147059,1.987274490976469E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802601,2802601,0.0,2.4366697879918995E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802700,2802700,1742943.1875,5.2906776148953885E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802809,2802809,996061.46875,3.17567491384658E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802908,2802908,7718912.96875,3.386541196753319E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803005,2803005,498019.90625,5.037903399993437E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803104,2803104,0.0,1.841691614519611E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803203,2803203,2746854.953492647,7.426535835621468E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803302,2803302,497990.65625,3.6715722730382526E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803401,2803401,0.0,4.039821042061216E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803500,2803500,6141081.811213235,9.728028395457127E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803609,2803609,1799634.2877450981,1.6292622884307992E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803708,2803708,0.0,1.3808318043360206E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803807,2803807,0.0,6.3456091907240786E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803906,2803906,1493980.1875,1.0229803697288503E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804003,2804003,995989.84375,9.593900257567959E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804102,2804102,497989.96875,9.580189345192845E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804201,2804201,0.0,3.884854376097594E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804300,2804300,0.0,7.46120994055895E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804409,2804409,2431308.7352941176,2.724224189999869E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804458,2804458,0.0,3.42223316988075E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804508,2804508,995949.6875,7.615217725671453E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804607,2804607,1244967.1875,4.8434817352837396E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804706,2804706,1493904.0,8.41095048531498E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804805,2804805,4.6072989099693626E7,1.5564155454672664E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804904,2804904,995970.1875,3.829678264470436E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805000,2805000,0.0,8.253393198176357E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805109,2805109,498017.0,3.3275292666799117E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805208,2805208,0.0,1.5701334981349203E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805307,2805307,0.0,2.0952012290610728E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805406,2805406,0.0,1.2251186462746508E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805505,2805505,746993.296875,4.4309868341399163E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805604,2805604,0.0,8.816364383723276E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805703,2805703,9371695.35202206,9.671225595036204E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805802,2805802,814394.2242647059,5.327288837327351E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805901,2805901,746995.03125,7.86219797496578E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806008,2806008,1493964.65625,2.6006961521739468E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806107,2806107,0.0,1.0324777240011266E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806206,2806206,1723500.390992647,2.4856741873590067E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806305,2806305,996047.25,3.265497426328714E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806404,2806404,764541.6147058823,4.4196126077470094E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806503,2806503,497992.71875,6.79441180632693E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806602,2806602,910068.3750612745,2.3791797118875292E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806701,2806701,1.2577086271139707E7,4.397941708709967E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806800,2806800,995998.28125,1.0240858924122714E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806909,2806909,0.0,8.432605588724187E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807006,2807006,0.0,1.4542046162970302E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807105,2807105,2489983.84375,5.624521114972694E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807204,2807204,0.0,1.69052092106532E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807303,2807303,0.0,4.805274108445034E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807402,2807402,1666878.5268382353,1.0287385315688993E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807501,2807501,0.0,3.0604695968706024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807600,2807600,996048.875,1.1797862832907069E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3503158,3503158,498757.03125,1.5729343390416193E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3503505,3503505,748123.5,3.059874258771285E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3504909,3504909,2244411.390625,6.179597906327649E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3508603,3508603,9725748.515625,2.8870609224391675E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3509957,3509957,1496277.1875,5.3393146986423135E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
3513405,3513405,2.0440869619975492E7,3.0646685952642363E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3513603,3513603,2743346.734375,1.4106679677931128E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
3526605,3526605,2748976.5854779407,1.674879123260937E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3527207,3527207,2.218611239632353E7,4.151843280324504E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3541901,3541901,2493728.484375,2.5002790786143705E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3549607,3549607,2197482.0779411765,5.721006204749873E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3552007,3552007,1246891.734375,4.158114361299705E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3555406,3555406,3.2612311956617646E7,7.097853387763509E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1700301,1700301,0.0,2.378147322351701E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1701002,1701002,0.0,1.5879063532594795E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1701051,1701051,0.0,4.4948168157941484E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1701309,1701309,0.0,1.17322705573149E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1702109,1702109,1.842117478125E7,4.021748635759828E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1702158,1702158,0.0,8.384256583963645E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1702208,1702208,0.0,2.6447585342830124E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1702307,1702307,0.0,1.564750724015895E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1702554,1702554,746738.59375,3.9050852814397687E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1702901,1702901,2986974.03125,1.5421051646367142E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703008,1703008,0.0,1.797960710451443E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703057,1703057,0.0,1.54706895422756E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703073,1703073,0.0,1.1105372004915597E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703206,1703206,0.0,9.279538215601591E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703800,1703800,1742379.390625,2.53835081070226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703826,1703826,0.0,3.530589053522699E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703883,1703883,0.0,3.4082062507742715E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703891,1703891,0.0,1.9118814630085477E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1705508,1705508,4481065.546875,8.460474634255366E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1706506,1706506,0.0,1.6488342513864994E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1707405,1707405,0.0,5.0838838290463585E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1707702,1707702,0.0,1.9997425747863505E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1709005,1709005,0.0,6.441938319684704E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1710706,1710706,0.0,7.333397240177016E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1710904,1710904,0.0,1.2515935907987173E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1711803,1711803,0.0,4.854917046703608E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1712454,1712454,0.0,2.827640087035883E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1712801,1712801,0.0,7.394996741701986E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1713809,1713809,0.0,7.46614728236982E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1713957,1713957,0.0,1.199494614179941E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1714302,1714302,0.0,3.9770784242067134E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1714880,1714880,0.0,1.5745012925743701E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1715705,1715705,0.0,2.6496434119580054E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1716307,1716307,0.0,1.3814080592801826E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1717206,1717206,0.0,1.3692792248606164E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1718303,1718303,0.0,3.0231259726277333E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1718550,1718550,0.0,5.143693528773821E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1718808,1718808,0.0,2.2340450783720982E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1718865,1718865,0.0,1.6783997235449955E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1720002,1720002,0.0,2.752899432719017E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1720101,1720101,0.0,1.1043546542126956E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1720200,1720200,1244567.78125,4.0873282636591274E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1720309,1720309,0.0,2.9086347141847044E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1720804,1720804,995657.34375,3.084333494662228E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1721208,1721208,2489230.328125,1.0882912975437121E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1722081,1722081,0.0,1.3712956603599095E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1722107,1722107,0.0,1.195629214195858E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2903201,2903201,9961197.046875,8.082717435335735E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
2919553,2919553,0.0,4.051809602912794E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5300108,5300108,5.906496190926466E8,5.780927819970328E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200050,5200050,2242439.765625,1.4775255833952862E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200100,5200100,6477680.65625,1.0487249287071657E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200134,5200134,1.1711485265625E7,1.5711336632950528E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200159,5200159,0.0,1.1574871990253712E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200175,5200175,747315.0,2.0367244063964086E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200209,5200209,1744426.078125,4.543040073487867E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200258,5200258,4.577903674264706E7,1.930662249211638E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200308,5200308,1.121122878125E7,8.508253376838267E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200506,5200506,3488683.609375,1.024929303219186E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200555,5200555,747249.28125,5.0561995980388963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200605,5200605,5728878.421875,2.6034791634874926E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200803,5200803,5775008.021568628,1.263948794961333E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200829,5200829,0.0,1.3482330531382902E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200852,5200852,3238871.078125,1.3402212010473602E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5200902,5200902,3986463.3125,4.0990997813414824E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201108,5201108,1.2461618125894606E8,9.373531568838534E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201207,5201207,1876425.2371323528,5.5733670641079225E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201306,5201306,7723661.265625,9.786632350180467E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201405,5201405,1.4567701932389706E8,2.794770247206399E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201454,5201454,1394606.0143995096,6.040456910741471E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201504,5201504,2504046.0071691177,2.9098047011057014E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201603,5201603,2242324.546875,1.498799822924247E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201702,5201702,7989839.672181373,6.668193412612774E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5201801,5201801,4754646.898284314,2.1939378107490695E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5202155,5202155,3487519.328125,2.2015355088249702E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5202353,5202353,3166577.314460784,1.0782754090229723E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5202502,5202502,3512852.902634804,3.0663272019678783E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5202601,5202601,2491572.59375,5.667464150888903E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5202809,5202809,2242353.796875,1.6932267666529903E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203104,5203104,1572038.1410539215,1.7909559532159204E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203203,5203203,1743757.90625,1.0971830202400742E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203302,5203302,8720827.71875,1.280117101730849E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203401,5203401,4235417.46875,1.9060687331080084E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203500,5203500,6925063.12867647,1.4094959131428177E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203559,5203559,2242397.234375,1.2384595978548615E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203575,5203575,0.0,1.6345903734195406E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203609,5203609,1036656.6259191176,1.2349557967080872E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203807,5203807,3639984.2518995097,1.4681927043382788E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203906,5203906,5482529.09375,8.983121969671001E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203939,5203939,3238836.765625,2.0110908451781958E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5203962,5203962,1567804.5,2.4795128592816278E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204003,5204003,0.0,1.1298585013799648E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204102,5204102,6238459.419852941,1.6597332553277636E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204201,5204201,1494941.671875,4.241755618258203E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204250,5204250,7962275.826838235,5.298455956631829E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204300,5204300,8003425.981556372,2.2586023977100706E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204409,5204409,7002083.242279412,8.663966806200079E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204508,5204508,2.6414385546875E7,1.613659155778242E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204557,5204557,1494951.21875,2.5053515487314224E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204607,5204607,1744119.3125,2.7473698574090606E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204656,5204656,0.0,1.9817089556445317E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204706,5204706,4010776.9780637254,1.0711176498191075E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204805,5204805,2315000.4715686273,2.470612846981985E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204854,5204854,2989741.40625,1.6010449332053208E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204904,5204904,0.0,7.375922169899628E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5204953,5204953,5728956.78125,4.432721558609057E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205000,5205000,3271731.091789216,4.2002372804686636E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205059,5205059,2990449.125,2.989265230224542E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205109,5205109,3.564234368694853E7,3.832577777048429E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205208,5205208,2296089.2809436275,2.057767202443224E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205307,5205307,0.0,6.982091041176419E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205406,5205406,9326675.333517157,2.1508359828675056E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205455,5205455,4235832.09375,4.1719551983205944E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205471,5205471,4735080.859375,2.191282269288565E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205497,5205497,1.0826315669546567E7,3.923085868046098E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205513,5205513,1.121079690625E7,1.7953200132378328E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205521,5205521,3912036.682904412,1.7145205719452152E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205703,5205703,2242306.265625,4.575371843927206E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205802,5205802,1993070.0625,1.0656484620390395E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5205901,5205901,4734922.375,1.8908792973687434E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
5206206,5206206,2.3431386487683825E7,6.1847572136629095E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
