system:index,CD_MUN,Municipality_Area,max_elevation,mean_elevation,min_elevation,stdDev_elevation,variance_elevation,.geo
2102358,2102358,8.245533580451055E8,499,259.5096794791409,157,48.53581153193269,2355.7250010632897,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102374,2102374,8.688880377864078E8,117,63.39091915807904,-2,22.591640923907672,510.3822396347799,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102408,2102408,5.476752331984574E8,34,8.817086555509714,-12,4.8312262846790555,23.34074741377379,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102507,2102507,6.650045766966565E8,47,10.893176884507787,-4,6.910380660245358,47.753360869493065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102556,2102556,6.161880112521576E8,262,179.81276771580832,126,22.756590231917873,517.8623989834199,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102606,2102606,1.6421932437772996E9,100,33.858382697796074,-16,21.700986347252122,470.932808443623,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102705,2102705,7.764402570650618E8,111,46.67236680631664,11,18.45919258825162,340.7417910101636,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102754,2102754,5.928680430056747E8,189,116.38801150496197,58,23.912026653981517,571.7850187007225,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102804,2102804,6.294416506497475E9,562,266.1430720157903,139,69.22615887235288,4792.261072220242,"{""type"":""MultiPoint"",""coordinates"":[]}"
2102903,2102903,1.2666185367304187E9,96,22.63345211184803,-7,13.336446848783563,177.860814550429,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103000,2103000,5.224792073714745E9,263,113.5691923852258,34,30.34660808889417,920.9166225009369,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103109,2103109,2.864872167757679E8,63,24.164361817546972,-4,12.194970802410241,148.71731287163828,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103125,2103125,3.2096437728179467E8,72,24.06488526432245,-12,17.539915878601942,307.64864902843254,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103158,2103158,1.1730578613461523E9,181,74.92381837494443,27,28.767573175927247,827.5732664323288,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103174,2103174,8.438409126686474E9,329,109.70421823187556,11,48.30217328649894,2333.099944198972,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103208,2103208,3.2617675739782677E9,135,81.60552133319267,20,23.50503520779888,552.4866801198649,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103257,2103257,1.4692292492142494E9,422,256.9367991251511,104,75.3570174898823,5678.680084970426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103307,2103307,4.380808709102579E9,204,95.52332692741977,29,27.921416877656046,779.605520455856,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103406,2103406,9.813922128749067E8,138,92.93856584037313,31,23.005070152092184,529.2332527026826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103505,2103505,1.9872834491953344E9,486,262.50470674882996,108,74.53739372804698,5555.823063769898,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103554,2103554,7.288686753608075E8,36,11.101071425489478,-8,6.065743630831276,36.7932457949702,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103604,2103604,2.2736946030051856E9,181,66.64518293032052,20,26.99387570751304,728.6693257126626,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103703,2103703,1.2632389241094894E9,62,16.107848020168333,-12,11.9801406589419,143.52377020803286,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103752,2103752,3.336942268071326E8,443,195.15886903431215,122,47.00912889737929,2209.858199690421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103802,2103802,3.6006610404268634E8,229,153.76872194430615,80,27.03243612077686,730.7526026238816,"{""type"":""MultiPoint"",""coordinates"":[]}"
2103901,2103901,3.188967568438423E8,129,76.85468547430375,29,26.8853467494906,722.8218698403448,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104008,2104008,4.543993179793221E8,262,120.42627930465572,34,51.334490639631845,2635.2299292304497,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104057,2104057,2.73196879303652E9,470,259.2261122598956,132,57.69323728246248,3328.509628130519,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104073,2104073,1.6327914961122625E9,650,389.5633600618941,272,64.13379882589192,4113.144151839975,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104081,2104081,5.108663791219589E9,558,315.2119679115392,136,75.66393998788621,5725.031814490447,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104099,2104099,3.7065671538228965E9,686,356.0456192976338,212,73.9455775640242,5467.948441277119,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104107,2104107,1.8613344307161343E9,623,450.4605470577174,262,63.41149168788369,4021.017278082542,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104206,2104206,6.980435760304681E8,369,181.7604125382174,88,30.384668977280697,923.2281088589241,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104305,2104305,7.233554669435642E8,103,19.686120922448058,-15,14.071247597940276,198.00000896254002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104404,2104404,8.874580887448921E8,247,144.39909550824905,84,28.139831837123246,791.8501358215751,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104503,2104503,4.4780760512369764E8,213,129.57996698624927,72,30.466394402078066,928.2011878629738,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104552,2104552,6.186451012393469E8,452,193.63779122849525,110,54.422958232891226,2961.858382819023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104602,2104602,8.205622771468606E8,215,149.87862302509882,77,22.45682963038657,504.30919704820815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104628,2104628,3.74797715885449E8,250,180.8505227126845,110,22.448023526627363,503.91376025201566,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104651,2104651,1.1492027454477928E9,315,62.524096834757245,15,35.35384289696763,1249.8942075834684,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104677,2104677,1.041767683434799E9,114,52.87966728244429,16,12.298588072116381,151.2552685676033,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104701,2104701,2.7263127787124896E8,251,188.89520398696442,125,20.28186849339494,411.35418958336624,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104800,2104800,8.900263007384052E9,463,245.05948078144414,92,57.06389413349714,3256.2880136789695,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104909,2104909,4.809986325177491E8,65,24.904530736998097,-5,14.121296037676224,199.4110017836902,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105005,2105005,1.722269376894981E9,98,34.23888425972631,-20,25.698109867401428,660.3928507570346,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105104,2105104,1.129455006560333E9,86,31.10597673635102,-28,19.192160971058104,368.33904273900595,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105153,2105153,3.703113373496737E8,51,18.830804018816686,5,6.362851298971778,40.485876652826846,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105203,2105203,3.4773864496518546E8,173,57.17685516698151,22,19.624762495420786,385.13130300167427,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105302,2105302,1.3750286064083288E9,420,161.88921865462865,98,47.140197861096404,2222.1982543833183,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105351,2105351,1.249843147404407E9,363,200.35274135236224,69,55.70401569864164,3102.9373649545146,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105401,2105401,1.4851299877466292E9,109,40.39060458990029,6,15.594869190114077,243.19994505676925,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105427,2105427,3.5992443906180916E9,353,202.6263636532192,69,60.72100338071025,3687.0402515602254,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105450,2105450,5.942009141726533E8,412,268.872328158633,112,63.10225759804684,3981.8949139702604,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105476,2105476,1.9709434349253693E9,375,229.4116520663045,99,43.37283154828425,1881.202516515842,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105500,2105500,1.1420824716404164E9,460,258.45576433045454,133,61.65229718060419,3801.005747645535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105609,2105609,7.061665113060101E8,251,113.09490446586044,33,41.836034789397786,1750.2538068997017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105658,2105658,5.710283207418416E8,86,37.78493769782189,10,13.480926701261376,181.7353847247819,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105708,2105708,1.245901073478886E9,327,160.9478516028353,34,64.10156660790794,4109.010841588059,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105807,2105807,3.299706282394402E8,227,61.02782470879016,18,25.5313599463533,651.8503407102537,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105906,2105906,6.342588469511116E8,64,19.063579561641824,-9,8.421673075662389,70.9245773933368,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105922,2105922,1.5195624856909525E9,468,245.3312594330517,112,63.095343651902766,3981.0223905517064,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105948,2105948,2.2174847645115915E8,225,65.15398309700932,24,28.729829627712256,825.403110437373,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105963,2105963,7.474624826674857E8,413,205.59775550861687,60,53.92844758226599,2908.2774586332102,"{""type"":""MultiPoint"",""coordinates"":[]}"
2105989,2105989,1.0682342159075152E9,533,235.1950317383888,144,48.167155766225726,2320.074894607852,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106003,2106003,3.233498431569026E8,162,67.10184009105544,21,23.62375903987817,558.0819911742255,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106102,2106102,3.612624728337217E9,508,309.68574580211896,179,70.2340535209274,4932.822273980495,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106201,2106201,4.7441785193475145E8,145,30.94120162668206,-4,17.727775742794428,314.27403278681055,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106300,2106300,4.3636729333116674E8,108,39.14878835508333,-1,27.215442834137477,740.680328658205,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106326,2106326,6.386072162390682E8,98,46.89620722317624,16,12.822072765491352,164.40555000355505,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106359,2106359,1.4087605794572823E9,412,216.69118718968855,46,77.82523462912216,6056.767145077915,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106375,2106375,7.643448407482518E8,157,61.26323284296561,29,17.24939444689828,297.54160878468514,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106409,2106409,5.509809091654319E8,113,85.40386453193288,41,13.577608272818365,184.35144641010572,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106508,2106508,4.124597338126994E8,59,17.69776966718031,-7,13.010345023317022,169.26907762575,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106607,2106607,2.1178853093943763E9,292,170.9196789987859,65,37.925240162420565,1438.3238413772776,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106631,2106631,7.979763983470829E8,79,40.7902407702679,4,11.072387631890257,122.59776787083634,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106672,2106672,6.376311045721471E8,131,81.84294150458001,19,20.123219152993606,404.94394907940875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106706,2106706,8.559138628423476E9,613,376.7592139939638,130,99.18867583382621,9838.39341366786,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106755,2106755,3.4261551159563464E8,111,38.41868620014751,7,14.262288809078385,203.4128820735625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106805,2106805,6.900159583540393E8,75,35.77322542834344,-4,13.586662391564113,184.59739494234267,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106904,2106904,1.251088345174302E9,65,19.063250861119265,-3,9.32165168863493,86.89319020423042,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107001,2107001,1.4949885997885454E9,507,243.30945849500083,137,53.656823465433604,2879.054704400706,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107100,2107100,1.7197528004903555E9,119,70.1025109619064,-11,16.511893721874056,272.6426342824639,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107209,2107209,5.447859129794554E8,102,46.5621706410055,11,21.596962777535737,466.4288012142641,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107258,2107258,7.462971601498836E8,614,427.5700718890119,268,60.97336714200061,3717.7515006331996,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107308,2107308,9.82576998882207E8,477,218.76065814699626,157,39.78861564233681,1583.133934733609,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107357,2107357,2.4635473572537646E9,263,72.13217577035839,12,27.77460990671154,771.4289554699988,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107407,2107407,6.984084284540346E8,99,32.69275207749486,1,13.156886411208427,173.10366003744096,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107456,2107456,2.0076937590815052E8,58,23.82256400103808,-8,11.552149417571965,133.45215616590826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107506,2107506,1.2776040972887795E8,58,25.524529856595255,-9,13.042297097452364,170.10151357821434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107605,2107605,5.345319869776055E8,74,21.519140555602895,-2,11.166723937401667,124.69572349413937,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107704,2107704,5.3281148131973565E8,501,308.54653142860434,193,70.89172647826379,5025.636883068967,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107803,2107803,3.258894234171245E9,386,183.4663560702642,70,39.73002650082185,1578.4750057560063,"{""type"":""MultiPoint"",""coordinates"":[]}"
2107902,2107902,1.3642129157623565E9,493,283.43221331239704,148,71.74397959688783,5147.198608398658,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108009,2108009,1.6422146750816195E9,490,341.74068239663,183,77.35401663697235,5983.643889872995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108058,2108058,9.841046719656119E8,101,34.383753857052376,-7,26.896013599483354,723.3955475435935,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108108,2108108,1.1737606368734648E9,371,139.17902138168623,37,86.84605444559962,7542.237172768054,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108207,2108207,2.6321920346517542E8,129,50.54048147642438,20,16.95700891949323,287.54015149577293,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108256,2108256,1.7616732487206905E9,120,37.50222438735885,7,12.724239464915385,161.90626996051017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108306,2108306,8.044770966035696E8,75,17.551298365424973,-3,9.462594357012717,89.54069196536892,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108405,2108405,3.997704519203228E8,98,15.079735733266835,-8,12.803814386364573,163.93766284047643,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108454,2108454,8.283582312381887E8,173,86.89352476574217,40,28.97004425252757,839.2634639934056,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108504,2108504,2.6947676597804E8,59,21.602008373043972,2,10.520069669060275,110.67186584188197,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108603,2108603,1.519725878731016E9,165,26.743201257335077,-7,20.389540626508527,415.73336696004174,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108702,2108702,5.475592090587602E8,62,21.82740998404808,0,9.587080798467142,91.91211823633735,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108801,2108801,6.918108248429475E8,117,46.471715493913564,13,18.208492290569968,331.5491914957459,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108900,2108900,9.94769667692335E8,264,124.82531305494618,28,57.042303847317356,3253.824428209676,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109007,2109007,1.4266564535307686E9,354,210.34611722567706,127,36.8319271882702,1356.5908604020376,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109056,2109056,2.4607439186220038E8,48,17.79498719285428,-33,9.387050645344106,88.1167198182552,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109106,2109106,7.749501715346496E8,263,136.99459140342543,73,33.198100379262996,1102.113868791622,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109205,2109205,3.5714815895102495E8,96,39.48449988891822,-2,17.31949136650039,299.96478119428156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109239,2109239,4.396197230326386E8,115,41.734123525452254,11,15.179734079639275,230.42432672856202,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109270,2109270,7.294175658176302E8,170,30.005244505740748,0,14.78290370660369,218.53424199871714,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109304,2109304,3.3223023728832525E8,119,42.5933129670287,10,20.552129367359463,422.3900215326793,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109403,2109403,1.343120339508652E9,110,43.65874896297141,-11,29.23387833007656,854.6196422177198,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109452,2109452,7.956692697594254E7,52,11.232851032712569,-3,10.83388277439345,117.37301596929913,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109502,2109502,6.430060442228107E9,641,341.38958042779484,189,81.81999227898676,6694.511136533453,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109551,2109551,7.36645384186382E8,226,164.1627035890673,115,19.336230002111446,373.88979069455485,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109601,2109601,6.50883308154469E8,97,26.05731400363004,-15,15.91130230287914,253.169540973607,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109700,2109700,2.486678404028699E9,522,321.36723593717517,187,77.78000333519019,6049.728918822197,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109759,2109759,6.259320641063582E8,262,183.10479060746607,106,25.54842724568034,652.7221347278215,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109809,2109809,2.200952212622585E9,100,22.81678027829586,-11,13.519361378527332,182.77313208321647,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109908,2109908,7.901710058682711E8,92,38.21767265525522,3,12.108274040239078,146.61030023352757,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110005,2110005,4.85853777928589E9,374,155.18414309320764,10,95.78695962992232,9175.141635144368,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110039,2110039,1.0150173090071703E9,117,37.51877305612058,7,14.795633031251443,218.91075679545875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110104,2110104,1.436690353202567E9,117,85.32272175230676,16,21.027825041528974,442.169425977153,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110203,2110203,7.601607066857861E8,97,21.22486144630194,0,14.293803107113314,204.3128072649222,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110237,2110237,9.361661264018166E8,121,87.786508434056,16,17.058519993987275,290.9931043852637,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110278,2110278,1.589869155019874E9,91,27.823976190755168,-31,21.99174730882141,483.63694969505366,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110302,2110302,7.743080988959885E8,218,99.98428070278628,29,34.04740926413292,1159.2260775993639,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110401,2110401,9.356289467307063E8,125,71.97169470584342,15,20.28988532734098,411.6794465966467,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110500,2110500,4.5903741354417187E8,66,21.50151542009604,-2,12.575361212403353,158.13970962241874,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110609,2110609,1.0103064613808962E9,121,72.14109522461818,7,28.05371431723582,787.0108869930821,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110658,2110658,9.653852847288371E8,482,370.58420031848857,212,68.43296505738478,4683.070706545246,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110708,2110708,1.1569997680577483E9,419,222.04961087703023,125,43.25389965330343,1870.8998352180422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110807,2110807,2.0412961624950087E9,497,298.858694213101,168,65.83768567077006,4334.60085448312,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110856,2110856,7.486246072760593E8,445,321.1819143931424,200,44.70223623422908,1998.2899243408233,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110906,2110906,2.294110962000965E9,384,194.05552771294833,76,53.938850799575626,2909.3996255788797,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111003,2111003,6.528527478954718E8,45,6.393971612778289,-6,6.183028327122564,38.22983929400005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111029,2111029,9.141139527709566E8,305,92.43877471962689,31,38.73701089711982,1500.55601324358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111052,2111052,2.0611921580586298E9,668,314.45383097647755,158,73.43817398117729,5393.165397689664,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111078,2111078,1.4443627544005246E9,256,129.63896330537915,69,24.02200813749063,577.0568749576661,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111102,2111102,1.489643875969243E9,502,307.479928342422,111,96.63745744983864,9338.798182369374,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111201,2111201,1.8116930198786876E8,57,24.769953572327065,-2,12.442134153790423,154.80670230091815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111250,2111250,3.552757072938493E8,209,87.30052172030338,33,29.21875558994169,853.7356782247487,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111300,2111300,5.856656048849427E8,65,21.909105028867987,-16,13.63904727814704,186.02361065553015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111409,2111409,9.131765836964836E8,145,51.99040267029903,14,19.768166134297687,390.780392313194,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111508,2111508,8.035872056875232E8,79,31.002472321582044,0,16.554352519460572,274.04658733857065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111532,2111532,7.236568341195443E8,344,139.89785320926723,84,41.261933312764654,1702.5471407070377,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111573,2111573,9.841246545148774E8,572,364.03997047591076,267,45.42688411581237,2063.601800471446,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111607,2111607,3.539613607625816E9,612,359.98207493458216,199,103.75599882720776,10765.30729263154,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111631,2111631,4.213825688484747E8,350,206.1901698236179,54,56.15353315646762,3153.219285954508,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111672,2111672,2.278083713453021E8,326,158.37697708440106,49,51.9310393931008,2696.8328524477865,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111706,2111706,3.956805586384626E8,60,21.40351381781627,-2,13.35781709380247,178.43127751148148,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111722,2111722,4.437572860643457E8,90,30.891896401403848,7,10.447756572863327,109.15561740580884,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111748,2111748,4.283168635158097E8,184,142.2727635462847,74,18.516554445229556,342.86278852315036,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111763,2111763,7.414133654669245E8,451,234.96932738232144,125,54.3658307180409,2955.6435496626796,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111789,2111789,1.170528152438544E9,78,25.695684862740343,-4,13.740954081345128,188.81381906563533,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111805,2111805,3.1281719854535923E9,664,309.5462224085383,147,63.95046185238028,4089.661571132745,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111904,2111904,1.0790923838891106E9,483,318.05324132695847,178,85.68218732780961,7341.4372252778585,"{""type"":""MultiPoint"",""coordinates"":[]}"
2111953,2111953,8.659516637761756E8,480,302.18064766993376,165,70.53421058190521,4975.074862412549,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112100,2112100,1.4931584157998464E9,161,85.49508721134124,27,24.792296035161165,614.657942695068,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112209,2112209,1.770941575715109E9,266,140.72226746515048,46,48.750520721022774,2376.613270570871,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112233,2112233,2.92894435373683E8,162,60.58170260295626,17,22.405009534954253,501.984452261391,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112274,2112274,2.7213162755469495E8,75,26.73488248117573,0,10.121392458295448,102.44258529483996,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112308,2112308,3.3838130984380503E9,396,193.7656298215873,68,56.92260602172867,3240.183076304941,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112407,2112407,2.634011237322546E9,122,33.49967700329753,-12,21.20111087342006,449.4871022670503,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112456,2112456,1.514362634555846E9,76,25.26232129063247,-4,14.825700290028562,219.80138908975297,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112506,2112506,1.5730531618912458E9,115,49.476435315695795,-11,28.52980034687751,813.9495078326921,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112605,2112605,1.7152097708460321E9,120,81.99447647159099,20,16.282136564396858,265.10797110166914,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112704,2112704,1.9673838526860888E9,117,56.91382866087512,11,23.541596692753252,554.2067748442508,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112803,2112803,1.1719374116987226E9,67,15.645816460358384,-6,13.644649654900652,186.17646420498048,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112852,2112852,1.1952272165351088E9,378,201.17235524266897,95,72.57960349248519,5267.7988431263675,"{""type"":""MultiPoint"",""coordinates"":[]}"
2112902,2112902,7.199041186604118E8,49,12.701011539750969,-4,6.522262027522689,42.53990195566438,"{""type"":""MultiPoint"",""coordinates"":[]}"
2113009,2113009,1.1986579497693396E9,194,51.29712165470794,16,17.854513802210697,318.7836631133323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2114007,2114007,2.1496221555644994E9,292,66.59946584348178,14,29.490032441215707,869.6620133839548,"{""type"":""MultiPoint"",""coordinates"":[]}"
3100302,3100302,4.7190431005123293E8,1313,673.8325602945762,345,137.1148265141089,18800.47564999418,"{""type"":""MultiPoint"",""coordinates"":[]}"
3100401,3100401,1.0217714157151069E8,818,606.3811895155623,412,73.06704877102455,5338.79361610728,"{""type"":""MultiPoint"",""coordinates"":[]}"
3100500,3100500,8.179153313168664E8,1044,501.67357324705216,190,207.88252694724946,43215.1450099739,"{""type"":""MultiPoint"",""coordinates"":[]}"
3100609,3100609,1.3245716452925768E9,1099,518.0544778909875,250,189.71658426493286,35992.382345153375,"{""type"":""MultiPoint"",""coordinates"":[]}"
3100906,3100906,8.228139928028148E8,950,430.23468791385454,230,138.10463991692046,19072.89156658226,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101003,3101003,1.261015602729246E9,1031,822.6166923385276,646,62.61328478662396,3920.423431770875,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101102,3101102,1.3529229808087425E9,1072,294.6448836465368,56,151.6804610033601,23006.96225019185,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101201,3101201,6.513754699552402E8,2256,1245.830179483383,958,222.91863993821593,49692.72003190396,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101300,3101300,1.6177071322421977E8,2389,1499.3625007692433,1098,255.37560340354406,65216.69881372423,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101508,3101508,5.115927232155133E8,999,361.26463045818525,119,134.38789389291645,18060.10602497377,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101631,3101631,1.311731191930794E8,1361,1138.7527953986335,1021,52.45252409828016,2751.2672842806605,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101706,3101706,2.3023575978907804E9,1003,486.47998526904126,159,207.0686554312457,42877.428062103965,"{""type"":""MultiPoint"",""coordinates"":[]}"
3101805,3101805,1.6748473102135566E8,392,218.52838699047192,158,37.261048376111574,1388.3857260869272,"{""type"":""MultiPoint"",""coordinates"":[]}"
3102050,3102050,1.039855636195707E8,2802,1413.8285054341268,816,518.0078458956727,268332.1284094751,"{""type"":""MultiPoint"",""coordinates"":[]}"
