"","CD_MUN","Forest_Cover_Percent_2001","Forest_Cover_Percent_2002","Forest_Cover_Percent_2003","Forest_Cover_Percent_2004","Forest_Cover_Percent_2005","Forest_Cover_Percent_2006","Forest_Cover_Percent_2007","Forest_Cover_Percent_2008","Forest_Cover_Percent_2009","Forest_Cover_Percent_2010","Forest_Cover_Percent_2011","Forest_Cover_Percent_2012","Forest_Cover_Percent_2013","Forest_Cover_Percent_2014","Forest_Cover_Percent_2015","Forest_Cover_Percent_2016","Forest_Cover_Percent_2017","Forest_Cover_Percent_2018","Forest_Cover_Percent_2019","Forest_Cover_Percent_2020"
"1864",2503407,99.8713537197334,99.7573911630524,99.4189402890528,99.27734162491,99.1944541801451,99.1150286863999,97.7976945946521,97.6585953139559,96.7639988697669,96.2827470821083,96.2309461177645,93.9039737226501,93.4106192631496,93.1025292221669,93.0300064629792,92.9674764074991,92.0653801587388,91.8979165569207,91.7045282717543,91.6389142398889
"1865",2503506,95.6538358208926,94.6665172145704,93.8896583956788,93.628452612776,92.851512829055,89.6294415866799,88.5275403745318,88.2777614461562,88.051744009106,87.1428458603104,84.1015874021737,83.3638450539353,83.0892391107862,82.7140417560133,82.5585562906506,82.4714875116309,82.3442341373825,82.156703934728,82.0748854302974,81.9141445091925
"1866",2503555,99.0146464779393,98.8890180376672,97.5155264070905,97.109476483837,96.4122811136188,96.0563399016972,92.6044248038442,90.8973309363289,90.3056194953377,89.8910702620411,89.3473178157859,84.8344859185049,83.7024457854381,81.9978994425108,81.6943196777611,81.690131716929,81.3305560620271,80.9532295684049,80.6925054755718,80.5102628821303
"1867",2503605,98.5875347442317,97.0575571460798,97.020250098476,96.4128367771602,88.7378078254061,87.7159855580216,72.2728740279059,70.665548067294,70.3304682227754,65.1875141409441,65.0423392899131,52.1489769122948,51.5889502222802,50.1143136131988,50.0220616473594,47.0866885400419,46.3568614242837,45.4087479271772,43.9220411950927,43.4823434827247
"1868",2503704,99.3162174713076,99.1907796998758,99.0849692503834,98.6540102245497,97.4065525898634,96.1809216704372,95.4712097813213,95.4541200548295,95.0021828392443,94.0119622208306,93.6939502739133,92.6907808157187,89.9663971749734,88.0510826761756,86.8289967788368,86.3711597832844,84.4904232539744,83.2232563555004,82.2907857417071,81.7386526947804
"1869",2503753,99.758786534316,99.5479864845316,99.484394164878,99.2327408417533,98.8432282616616,98.3618226886416,97.9877858811041,97.8923807792659,97.5738604902872,96.8203207694958,96.146052205036,94.4547791810959,93.8270596583802,92.9415618733841,92.4160675329714,92.3263373344934,91.5307139624087,91.27494538767,90.5188384921895,90.2552482040738
"1870",2503803,94.9499724661087,89.8381774232073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871",2503902,98.8412994318416,97.9025944495288,95.6665220845322,95.0313770914742,94.7448258128589,94.6782486634854,92.7318346301396,89.3040472787196,86.0178062131838,84.9043862093419,84.31277443148,81.1233137468649,80.1654404957114,79.6423083126841,77.8430603891434,77.0851818129925,74.4080472939727,74.3704655960242,74.3258343549776,74.2788519216082
"1872",2504009,98.537569437019,96.4584041936549,96.1460452734372,95.6816289148236,93.7698161778106,93.1570455718798,92.2089920168458,90.3735803504101,89.6650673275779,87.5617703648628,87.2037980595805,85.8362503864912,84.8200270333554,83.6225583608477,83.2217783709971,81.8388778638466,81.1228496953926,80.8253691442251,80.5297492755725,80.1211034166341
"1873",2504033,99.3323496373432,97.2649270492094,96.6434517688782,96.1587767896916,95.6421932252483,95.1769804177623,93.2650256758214,92.4102407094219,92.1422120287004,91.0790052800319,90.6284389505291,89.5906478672958,89.4119857007466,89.3381907334643,89.20613814071,89.1478748025001,89.1401069138217,88.8798843488225,88.8371565433401,88.8332722633031
"1874",2504074,98.6831419308666,96.2719912588089,93.4045513905579,92.8125869848176,92.0667188158581,90.7184732186615,84.956274382053,81.9143729518023,81.3451476949624,80.0441361937058,79.6532153675091,70.9508886202947,67.9485253331706,65.758773485857,65.1020700809438,63.8803482160719,61.9142942589633,61.6597672049949,61.5579829850033,61.337410214523
"1875",2504108,99.0596990642508,98.8102226699379,98.7674593229104,98.2801077182495,97.7165642753361,96.9583537713434,96.466568308152,95.8837329074527,94.8102927032109,89.8554450814405,89.6202496799636,89.2335063660471,87.8855742330847,86.9179294013192,86.7468756095072,85.8844266975031,83.5314261570396,82.2579975052694,81.2118590808668,80.477378812219
"1876",2504157,99.2455910724707,98.8720598265196,98.7776928405097,98.5813167943584,97.5282158396121,92.8982643612416,91.1802606404608,90.5718294101388,90.3201564617303,89.0249031233509,86.3540661898832,85.0412514457364,84.7482502057036,84.1706699309318,NA,NA,NA,NA,NA,NA
"1877",2504207,99.8025939426402,99.7262286095892,99.6488470150068,99.4574067543868,99.2093845651553,99.0528008246155,98.660055185993,98.5226900527469,98.3231179515509,97.6202042346884,97.5371535456531,97.1592010417441,96.6068586138893,95.1291674629375,94.8401554569746,94.7363820850527,94.5864607952454,94.5219546477569,94.5107945124503,94.4683628119745
"1878",2504306,90.3285174401482,89.992303997962,89.6861043619239,89.0955233430669,86.6584516548858,86.5651963966888,84.760032783059,84.5073434006731,83.9397065794368,83.1350473283549,82.630136355267,81.7808287859004,81.481046688812,81.215765777364,80.7424046084643,78.2811314503498,77.0331982289298,76.8334549405953,76.4146046103973,76.3150210165754
"1879",2504355,99.2302630049893,98.5062248182746,98.430822396466,97.521569425129,96.6718275874309,95.2235443620264,94.6891410537325,91.4529263022859,90.3918706560467,87.7316012159297,87.1869908590411,86.4271459394609,85.6235599285356,85.0036435743618,84.8832937217336,84.7093419187253,84.465738585652,84.3265238317803,84.2037352674589,84.1863353453934
"1880",2504405,99.752519121097,98.6600510456755,98.3899992457748,96.8429385749218,96.4601584444392,95.5012590874919,94.4295493498515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881",2504504,98.6353655039681,98.260605912151,98.0559377909213,96.6261650896202,95.8535064070284,95.3558543433934,94.5823354800579,94.5013437123313,94.1413188692588,92.8025198463229,92.6689079785823,92.2143475650653,91.1181670433347,90.0794358027258,89.7678929263346,89.600912373574,89.3250327921596,89.237913232837,89.1996330844276,89.1230740658465
"1882",2504603,99.2963584998067,98.5680703492209,98.2087850307566,97.9446935199512,97.7636912478815,97.1430814303449,96.4716337614892,94.1102864904538,93.8571383094802,93.1465821576896,92.3803180962374,91.341831174425,90.2322850173087,89.8476800010035,89.7224656820828,89.50823797497,89.1516390146929,88.6875361467725,88.4970002271871,88.326577510278
"1883",2504702,98.8264950604495,95.2070827800251,94.4830602890759,94.1834517260085,93.9337647959446,92.8938055464105,90.5969214767484,86.234401838451,85.6600918070036,84.4616239584968,83.3142596279265,66.7673684186685,60.0248448061497,57.8031159713731,56.3729248977257,55.0913169695413,52.7670501687922,50.3700394564655,49.8706484198055,49.5710035445241
"1884",2504801,99.247540595878,99.169890624168,99.0821086116576,98.226290773396,96.420970774381,94.8856437184225,93.4470081929956,93.0256162745004,92.5827086020488,89.2219389454281,88.4843894714755,86.9131931392678,86.2852385603376,85.4260774607712,84.7454923422097,84.2488803599205,81.482209189635,80.788102492802,80.2650296676232,79.9983198625782
"1885",2504850,99.8411689955062,99.5458030316557,99.5060947609598,98.8509614002552,98.6722845038413,98.394323774565,97.4638106029171,96.6100905300538,95.4805278165142,95.0239272199355,93.7532489981906,93.0187056290346,80.8918202561443,80.4351206964634,79.0453412061012,78.2313356962303,75.3524729173867,74.9156821174798,73.585422161594,73.4265845175107
