"","Date","Year","Month","ADM1_PCODE","PopTotal","cases_total","pred.mean","pred.median","pred.lci","pred.uci"
"353",2014-11-01,2014,11,"PE24",234701,178,63.901,35,0,304.175
"354",2014-11-01,2014,11,"PE25",548999,306,577.294,280,3,2960.175
"355",2014-12-01,2014,12,"PE16",981899,513,931.306,474,6,4485.075
"356",2014-12-01,2014,12,"PE17",161203,25,44.716,25,0,199.125
"357",2014-12-01,2014,12,"PE20",1929969,38,365.181,157.5,1,1780.475
"358",2014-12-01,2014,12,"PE22",862467,46,498.899,233,2.975,2974.875
"359",2014-12-01,2014,12,"PE24",234701,156,48.996,24,0,235.075
"360",2014-12-01,2014,12,"PE25",548999,211,890.191,392,4,4652.275
"361",2015-01-01,2015,1,"PE16",981899,505,277.361,137,0,1420.175
"362",2015-01-01,2015,1,"PE17",161203,51,45.669,27,0,205.1
"363",2015-01-01,2015,1,"PE20",1929969,287,1793.953,830.5,9,9341.225
"364",2015-01-01,2015,1,"PE22",862467,64,217.706,99.5,0.975000000000001,1181.65
"365",2015-01-01,2015,1,"PE24",234701,392,182.577,92,1,873.125
"366",2015-01-01,2015,1,"PE25",548999,120,361.217,164.5,1,1829.875
"367",2015-02-01,2015,2,"PE16",981899,320,277.434,133,0.975000000000001,1301.125
"368",2015-02-01,2015,2,"PE17",161203,69,36.188,19,0,171.075
"369",2015-02-01,2015,2,"PE20",1929969,580,3166.106,1572,15.925,16211.1
"370",2015-02-01,2015,2,"PE22",862467,26,257.042,119,1,1263.2
"371",2015-02-01,2015,2,"PE24",234701,660,290.419,161,1,1225.225
"372",2015-02-01,2015,2,"PE25",548999,39,236.02,115,1,1221.375
"373",2015-03-01,2015,3,"PE16",981899,198,206.045,108,1,942.075
"374",2015-03-01,2015,3,"PE17",161203,75,36.468,21,0,150.025
"375",2015-03-01,2015,3,"PE20",1929969,1204,5690.687,2610.5,35,32414.475
"376",2015-03-01,2015,3,"PE22",862467,19,213.911,94,0,1032.65
"377",2015-03-01,2015,3,"PE24",234701,952,433.333,217.5,3,2178.475
"378",2015-03-01,2015,3,"PE25",548999,24,163.193,82.5,1,832.525
"379",2015-04-01,2015,4,"PE16",981899,155,146.096,75.5,1,685.3
"380",2015-04-01,2015,4,"PE17",161203,131,28.955,15,0,131.075
"381",2015-04-01,2015,4,"PE20",1929969,4034,9905.906,4511.5,68.775,50051.275
"382",2015-04-01,2015,4,"PE22",862467,28,165.398,68,0,914.499999999999
"383",2015-04-01,2015,4,"PE24",234701,1234,669.617,344,4,3165.15
"384",2015-04-01,2015,4,"PE25",548999,27,124.59,63,0,577.15
"385",2015-05-01,2015,5,"PE16",981899,107,117.861,60,0.975000000000001,575.15
"386",2015-05-01,2015,5,"PE17",161203,135,19.616,10,0,84
"387",2015-05-01,2015,5,"PE20",1929969,7147,7578.999,3628.5,44.725,38511.65
"388",2015-05-01,2015,5,"PE22",862467,24,136.831,63,0,699.075
"389",2015-05-01,2015,5,"PE24",234701,1948,775.76,401.5,4.975,3377.35
"390",2015-05-01,2015,5,"PE25",548999,15,84.132,42,0,465.175
"391",2015-06-01,2015,6,"PE16",981899,52,95.342,47.5,0,453.025
"392",2015-06-01,2015,6,"PE17",161203,60,14.275,8,0,70
"393",2015-06-01,2015,6,"PE20",1929969,3920,4840.709,2222,26.975,24279.675
"394",2015-06-01,2015,6,"PE22",862467,10,132.381,54.5,0,743.4
"395",2015-06-01,2015,6,"PE24",234701,1145,925.737,474.5,4,4244.375
"396",2015-06-01,2015,6,"PE25",548999,17,72.129,31,0,374.05
"397",2015-07-01,2015,7,"PE16",981899,19,70.994,36,0,318.2
"398",2015-07-01,2015,7,"PE17",161203,21,12.815,7,0,58
"399",2015-07-01,2015,7,"PE20",1929969,1282,2990.552,1537.5,18.975,14756.675
"400",2015-07-01,2015,7,"PE22",862467,7,117.484,52,0,548.05
"401",2015-07-01,2015,7,"PE24",234701,462,732.572,406,5,3288.225
"402",2015-07-01,2015,7,"PE25",548999,23,65.621,29,0,323.4
"403",2015-08-01,2015,8,"PE16",981899,45,63.329,34,0,319.025
"404",2015-08-01,2015,8,"PE17",161203,32,7.733,4,0,32.025
"405",2015-08-01,2015,8,"PE20",1929969,755,1750.756,900,11.9,8565.575
"406",2015-08-01,2015,8,"PE22",862467,17,113.566,49,0,615.05
"407",2015-08-01,2015,8,"PE24",234701,290,462.869,240,2,2108.25
"408",2015-08-01,2015,8,"PE25",548999,17,66.433,29,0,336.05
"409",2015-09-01,2015,9,"PE16",981899,43,72.189,39,0,366.15
"410",2015-09-01,2015,9,"PE17",161203,40,9.495,5,0,43
"411",2015-09-01,2015,9,"PE20",1929969,385,1378.331,678,7,7168.525
"412",2015-09-01,2015,9,"PE22",862467,6,103.077,45.5,0,524.4
"413",2015-09-01,2015,9,"PE24",234701,153,310.411,163.5,2,1430.1
"414",2015-09-01,2015,9,"PE25",548999,22,96.111,45.5,0,449.175
"415",2015-10-01,2015,10,"PE16",981899,74,103.417,53,0,459
"416",2015-10-01,2015,10,"PE17",161203,97,17.802,10,0,71.025
"417",2015-10-01,2015,10,"PE20",1929969,244,1079.818,533,6,5300.8
"418",2015-10-01,2015,10,"PE22",862467,4,119.192,50,0,619.5
"419",2015-10-01,2015,10,"PE24",234701,103,245.287,132,1.975,1154.6
"420",2015-10-01,2015,10,"PE25",548999,21,172.833,80.5,0,860.949999999999
"421",2015-11-01,2015,11,"PE16",981899,61,186.461,100.5,1,878.2
"422",2015-11-01,2015,11,"PE17",161203,73,46.491,28,0,200
"423",2015-11-01,2015,11,"PE20",1929969,97,1024.047,459,5.975,5519.975
"424",2015-11-01,2015,11,"PE22",862467,5,162.4,79.5,0,872
"425",2015-11-01,2015,11,"PE24",234701,31,207.784,113.5,0,934.075
"426",2015-11-01,2015,11,"PE25",548999,13,366.404,160,1,1842.4
"427",2015-12-01,2015,12,"PE16",981899,51,251.151,141,1,1057.075
"428",2015-12-01,2015,12,"PE17",161203,182,37.977,20.5,0,166
"429",2015-12-01,2015,12,"PE20",1929969,108,1199.588,634.5,9,6041.25
"430",2015-12-01,2015,12,"PE22",862467,10,186.376,81.5,0.975000000000001,1021.1
"431",2015-12-01,2015,12,"PE24",234701,48,164.652,89.5,1,849.025
"432",2015-12-01,2015,12,"PE25",548999,12,462.646,205.5,2,2567.175
"433",2016-01-01,2016,1,"PE16",981899,93,384.052,196,3,2036.1
"434",2016-01-01,2016,1,"PE17",161203,176,11.805,6,0,54.0749999999999
"435",2016-01-01,2016,1,"PE20",1929969,348,1322.369,613,9,6796.2
"436",2016-01-01,2016,1,"PE22",862467,24,246.318,114,1,1200.375
"437",2016-01-01,2016,1,"PE24",234701,24,55.231,29,0,260.175
"438",2016-01-01,2016,1,"PE25",548999,141,520.415,246,3,2553.525
"439",2016-02-01,2016,2,"PE16",981899,164,310.255,167.5,2,1301.25
"440",2016-02-01,2016,2,"PE17",161203,64,12.193,6,0,59.025
"441",2016-02-01,2016,2,"PE20",1929969,780,2709.716,1224,14.975,13365.95
"442",2016-02-01,2016,2,"PE22",862467,26,258.687,117,1,1508.475
"443",2016-02-01,2016,2,"PE24",234701,42,84.01,47,0,392.125
"444",2016-02-01,2016,2,"PE25",548999,175,360.944,165.5,2,1901.075
"445",2016-03-01,2016,3,"PE16",981899,268,218.891,115,1,1014.275
"446",2016-03-01,2016,3,"PE17",161203,49,13.068,7,0,56
"447",2016-03-01,2016,3,"PE20",1929969,843,5188.67,2383.5,27.9,27976.875
"448",2016-03-01,2016,3,"PE22",862467,28,209.291,90.5,1,1104.575
"449",2016-03-01,2016,3,"PE24",234701,56,128.948,64.5,1,564.175
"450",2016-03-01,2016,3,"PE25",548999,143,252.255,121.5,1,1279.175
"451",2016-04-01,2016,4,"PE16",981899,270,157.857,81.5,1,807.225
"452",2016-04-01,2016,4,"PE17",161203,60,11.624,6,0,50.0999999999999
"453",2016-04-01,2016,4,"PE20",1929969,1727,8292.526,4107.5,33.975,48054.425
"454",2016-04-01,2016,4,"PE22",862467,37,176.923,78,1,898
"455",2016-04-01,2016,4,"PE24",234701,211,178.153,89,1,902.549999999999
"456",2016-04-01,2016,4,"PE25",548999,116,147.664,73,1,741.05
"457",2016-05-01,2016,5,"PE16",981899,138,130.532,69.5,0,643.05
"458",2016-05-01,2016,5,"PE17",161203,36,8.873,5,0,40
"459",2016-05-01,2016,5,"PE20",1929969,1554,8172.591,3364,57.8,47395.05
"460",2016-05-01,2016,5,"PE22",862467,20,136.382,61.5,0,714.1
"461",2016-05-01,2016,5,"PE24",234701,221,214.966,107,0,1004.2
"462",2016-05-01,2016,5,"PE25",548999,63,123.96,61,0,625.05
"463",2016-06-01,2016,6,"PE16",981899,77,101.997,53,0,535.075
"464",2016-06-01,2016,6,"PE17",161203,15,6.785,4,0,30.025
"465",2016-06-01,2016,6,"PE20",1929969,1003,4748.182,2257,28.925,23829.7
"466",2016-06-01,2016,6,"PE22",862467,24,120.285,56.5,0,597.2
"467",2016-06-01,2016,6,"PE24",234701,150,227.866,119.5,1,1062.35
"468",2016-06-01,2016,6,"PE25",548999,63,94.501,40,0,498.05
"469",2016-07-01,2016,7,"PE16",981899,79,71.31,37.5,0,336.05
"470",2016-07-01,2016,7,"PE17",161203,17,4.821,3,0,22
"471",2016-07-01,2016,7,"PE20",1929969,600,2820.671,1315.5,12,14063.95
"472",2016-07-01,2016,7,"PE22",862467,45,109.945,54,0,585.2
"473",2016-07-01,2016,7,"PE24",234701,148,160.289,80,1,796.624999999999
"474",2016-07-01,2016,7,"PE25",548999,34,100.581,48.5,0,557.15
"475",2016-08-01,2016,8,"PE16",981899,57,69.832,37,0,338.15
"476",2016-08-01,2016,8,"PE17",161203,6,3.813,2,0,19
"477",2016-08-01,2016,8,"PE20",1929969,234,1759.909,803,5,9845.34999999999
"478",2016-08-01,2016,8,"PE22",862467,22,114.261,50,0,568.425
"479",2016-08-01,2016,8,"PE24",234701,66,124.569,62,0,584.175
"480",2016-08-01,2016,8,"PE25",548999,14,110.531,54.5,0,529.05
"481",2016-09-01,2016,9,"PE16",981899,63,80.783,42.5,0,396.025
"482",2016-09-01,2016,9,"PE17",161203,8,4.605,2,0,20.025
"483",2016-09-01,2016,9,"PE20",1929969,163,1304.562,584,6,6817.95
"484",2016-09-01,2016,9,"PE22",862467,17,107.908,46,0,612.15
"485",2016-09-01,2016,9,"PE24",234701,96,71.433,37,0,331.05
"486",2016-09-01,2016,9,"PE25",548999,24,150.158,73,0,714.075
"487",2016-10-01,2016,10,"PE16",981899,189,109.211,59,0,535
"488",2016-10-01,2016,10,"PE17",161203,5,8.747,5,0,38.0749999999999
"489",2016-10-01,2016,10,"PE20",1929969,166,876.981,387.5,2.975,4762.025
"490",2016-10-01,2016,10,"PE22",862467,26,127.542,52.5,0,730.175
"491",2016-10-01,2016,10,"PE24",234701,59,49.751,26.5,0,253.025
"492",2016-10-01,2016,10,"PE25",548999,57,248.721,123,1,1206.625
"493",2016-11-01,2016,11,"PE16",981899,182,183.327,103.5,0.975000000000001,827.225
"494",2016-11-01,2016,11,"PE17",161203,16,20.708,12,0,95.1499999999999
"495",2016-11-01,2016,11,"PE20",1929969,101,862.354,367,4,4693.25
"496",2016-11-01,2016,11,"PE22",862467,40,165.186,74,0,808.2
"497",2016-11-01,2016,11,"PE24",234701,13,45.933,24,0,240
"498",2016-11-01,2016,11,"PE25",548999,58,508.551,259,1.975,2413.6
"499",2016-12-01,2016,12,"PE16",981899,106,251.626,133,2,1149
"500",2016-12-01,2016,12,"PE17",161203,16,17.679,10,0,79
"501",2016-12-01,2016,12,"PE20",1929969,91,985.852,472.5,6,4896.05
"502",2016-12-01,2016,12,"PE22",862467,26,214.548,91,0,1157.125
"503",2016-12-01,2016,12,"PE24",234701,3,39.885,21,0,183.025
"504",2016-12-01,2016,12,"PE25",548999,119,568.008,252.5,4,2987.45
"505",2017-01-01,2017,1,"PE16",981899,166,243.122,123.5,1,1138.875
"506",2017-01-01,2017,1,"PE17",161203,19,29.603,16,0,142.025
"507",2017-01-01,2017,1,"PE20",1929969,280,2084.243,988.5,7.975,10970.025
"508",2017-01-01,2017,1,"PE22",862467,67,237.522,108,1,1263.175
"509",2017-01-01,2017,1,"PE24",234701,57,108.299,48,0,538.05
"510",2017-01-01,2017,1,"PE25",548999,239,308.315,143.5,1,1554.4
"511",2017-02-01,2017,2,"PE16",981899,80,220.255,119.5,1,1083.025
"512",2017-02-01,2017,2,"PE17",161203,18,21.885,13,0,94
"513",2017-02-01,2017,2,"PE20",1929969,905,3545.856,1750.5,22.95,17018.175
"514",2017-02-01,2017,2,"PE22",862467,45,278.463,123.5,1,1549.35
"515",2017-02-01,2017,2,"PE24",234701,85,152.009,84.5,0.975000000000001,743.075
"516",2017-02-01,2017,2,"PE25",548999,109,225.772,103.5,0,1148.175
"517",2017-03-01,2017,3,"PE16",981899,53,170.553,86,1,782.075
"518",2017-03-01,2017,3,"PE17",161203,23,18.814,9,0,97
"519",2017-03-01,2017,3,"PE20",1929969,4177,6243.229,2832.5,29.95,36209.975
"520",2017-03-01,2017,3,"PE22",862467,47,231.304,104,1,1270.55
"521",2017-03-01,2017,3,"PE24",234701,246,216.768,118,1,929.175
"522",2017-03-01,2017,3,"PE25",548999,52,143.782,74,0,675.075
"523",2017-04-01,2017,4,"PE16",981899,63,129.086,62.5,0.975000000000001,636.125
"524",2017-04-01,2017,4,"PE17",161203,44,17.939,9,0,85
"525",2017-04-01,2017,4,"PE20",1929969,20676,7390.875,3537,23.925,40208.025
"526",2017-04-01,2017,4,"PE22",862467,68,157.805,69,0,859.075
"527",2017-04-01,2017,4,"PE24",234701,1391,230.492,118,1,1093.275
"528",2017-04-01,2017,4,"PE25",548999,25,114.938,55.5,0,605.15
"529",2017-05-01,2017,5,"PE16",981899,51,88.888,45,0,443.15
"530",2017-05-01,2017,5,"PE17",161203,33,15.025,8,0,67.025
"531",2017-05-01,2017,5,"PE20",1929969,12087,8121.747,3911,43.85,38047.475
"532",2017-05-01,2017,5,"PE22",862467,71,142.576,68,0,750.2
"533",2017-05-01,2017,5,"PE24",234701,939,380.26,215.5,2,1820.05
"534",2017-05-01,2017,5,"PE25",548999,29,80.081,40,0,384.1
"535",2017-06-01,2017,6,"PE16",981899,36,71.522,34,0,359.05
"536",2017-06-01,2017,6,"PE17",161203,32,9.251,5,0,43
"537",2017-06-01,2017,6,"PE20",1929969,3956,6071.439,3068.5,22.975,28620.825
"538",2017-06-01,2017,6,"PE22",862467,47,114.008,58,0,554.225
"539",2017-06-01,2017,6,"PE24",234701,628,428.597,225,2,1988.425
"540",2017-06-01,2017,6,"PE25",548999,15,68.765,32.5,0,364.3
"541",2017-07-01,2017,7,"PE16",981899,63,46.127,26,0,212.025
"542",2017-07-01,2017,7,"PE17",161203,42,6.03,3,0,25.025
"543",2017-07-01,2017,7,"PE20",1929969,1331,3661.806,1784,27.975,17025.975
"544",2017-07-01,2017,7,"PE22",862467,52,113.175,56,0,560.275
"545",2017-07-01,2017,7,"PE24",234701,324,290.369,152.5,2,1176.675
"546",2017-07-01,2017,7,"PE25",548999,23,62.021,31,0,296.025
"547",2017-08-01,2017,8,"PE16",981899,25,47.808,25,0,222.05
"548",2017-08-01,2017,8,"PE17",161203,15,5.335,3,0,26
"549",2017-08-01,2017,8,"PE20",1929969,314,2244.459,1128,11.975,11298.25
"550",2017-08-01,2017,8,"PE22",862467,25,132.01,68.5,1,632.275
"551",2017-08-01,2017,8,"PE24",234701,127,209.136,105,1,970.05
"552",2017-08-01,2017,8,"PE25",548999,5,74.212,33,0,419
"553",2017-09-01,2017,9,"PE16",981899,54,50.826,27,0,226
"554",2017-09-01,2017,9,"PE17",161203,36,4.912,3,0,21
"555",2017-09-01,2017,9,"PE20",1929969,231,1701.349,779,7,8814.19999999999
"556",2017-09-01,2017,9,"PE22",862467,16,115.152,50.5,0,625.25
"557",2017-09-01,2017,9,"PE24",234701,165,131.779,76,1,575.824999999999
"558",2017-09-01,2017,9,"PE25",548999,18,89.965,43.5,0,455.425
"559",2017-10-01,2017,10,"PE16",981899,66,79.259,43,0,375.075
"560",2017-10-01,2017,10,"PE17",161203,30,13.276,7,0,62.1499999999999
"561",2017-10-01,2017,10,"PE20",1929969,123,1375.157,630.5,4,6789.97499999999
"562",2017-10-01,2017,10,"PE22",862467,9,138.998,65,0,745.1
"563",2017-10-01,2017,10,"PE24",234701,124,101.693,52,1,472.05
"564",2017-10-01,2017,10,"PE25",548999,35,142.832,68.5,1,736.225
"565",2017-11-01,2017,11,"PE16",981899,271,108.418,49,0.975000000000001,542.075
"566",2017-11-01,2017,11,"PE17",161203,107,25.695,13,0,119.025
"567",2017-11-01,2017,11,"PE20",1929969,98,1107.111,540.5,7,5284.875
"568",2017-11-01,2017,11,"PE22",862467,10,180.4,85,0,939.05
"569",2017-11-01,2017,11,"PE24",234701,57,79.902,43,0,385.025
"570",2017-11-01,2017,11,"PE25",548999,66,304.323,138,1,1526.975
"571",2017-12-01,2017,12,"PE16",981899,161,169.691,89.5,0,742.624999999999
"572",2017-12-01,2017,12,"PE17",161203,166,18.564,10,0,82.025
"573",2017-12-01,2017,12,"PE20",1929969,97,1394.011,632.5,6,7692.325
"574",2017-12-01,2017,12,"PE22",862467,3,224.793,105,1,1156.175
"575",2017-12-01,2017,12,"PE24",234701,2,79.397,40,0,387.4
"576",2017-12-01,2017,12,"PE25",548999,163,361.487,166,2,1977
"577",2018-01-01,2018,1,"PE16",981899,135,383.999,237,2,1698.625
"578",2018-01-01,2018,1,"PE17",161203,319,37.355,19,0,171.025
"579",2018-01-01,2018,1,"PE20",1929969,60,156.245,69,0,818.175
"580",2018-01-01,2018,1,"PE22",862467,5,225.971,87.5,0,1250.55
"581",2018-01-01,2018,1,"PE24",234701,14,5.322,3,0,26
"582",2018-01-01,2018,1,"PE25",548999,132,162.535,75.5,1,905.175
"583",2018-02-01,2018,2,"PE16",981899,162,354.265,192,0.975000000000001,1618.15
"584",2018-02-01,2018,2,"PE17",161203,179,33.625,19.5,0,157.025
"585",2018-02-01,2018,2,"PE20",1929969,71,319.461,126.5,1,1908.975
"586",2018-02-01,2018,2,"PE22",862467,9,211.166,87.5,0,1263.025
"587",2018-02-01,2018,2,"PE24",234701,17,9.532,5,0,47.05
"588",2018-02-01,2018,2,"PE25",548999,82,110.979,52,0,562.724999999999
"589",2018-03-01,2018,3,"PE16",981899,174,275.166,146,3,1311.725
"590",2018-03-01,2018,3,"PE17",161203,253,27.233,15,0,121.05
"591",2018-03-01,2018,3,"PE20",1929969,76,693.221,318.5,2,3767.375
"592",2018-03-01,2018,3,"PE22",862467,21,174.815,74.5,0,1074.15
"593",2018-03-01,2018,3,"PE24",234701,2,17.749,9,0,88
"594",2018-03-01,2018,3,"PE25",548999,17,89.054,39,0,452.125
"595",2018-04-01,2018,4,"PE16",981899,151,190.204,105.5,0,834.599999999999
"596",2018-04-01,2018,4,"PE17",161203,139,32.627,18,0,141.075
"597",2018-04-01,2018,4,"PE20",1929969,178,1278.134,553,4,6483.55
"598",2018-04-01,2018,4,"PE22",862467,18,148.635,56,0,894.099999999999
"599",2018-04-01,2018,4,"PE24",234701,1,30.138,15,0,150.025
"600",2018-04-01,2018,4,"PE25",548999,17,61.454,31,0,295.025
"601",2018-05-01,2018,5,"PE16",981899,160,130.819,66.5,1,601.15
"602",2018-05-01,2018,5,"PE17",161203,77,28.355,16,0,136
"603",2018-05-01,2018,5,"PE20",1929969,63,1161.145,557.5,9,5449.3
"604",2018-05-01,2018,5,"PE22",862467,12,130.633,54,0,647.2
"605",2018-05-01,2018,5,"PE24",234701,0,34.326,18.5,0,178
"606",2018-05-01,2018,5,"PE25",548999,19,43.197,19,0,235.025
"607",2018-06-01,2018,6,"PE16",981899,121,102.516,56.5,0,467.175
"608",2018-06-01,2018,6,"PE17",161203,29,18.958,11,0,80.05
"609",2018-06-01,2018,6,"PE20",1929969,29,755.63,335.5,4,4159.275
"610",2018-06-01,2018,6,"PE22",862467,3,111.014,48,0,581.799999999999
"611",2018-06-01,2018,6,"PE24",234701,6,33.709,16.5,0,176.025
"612",2018-06-01,2018,6,"PE25",548999,11,32.221,15,0,158.025
"613",2018-07-01,2018,7,"PE16",981899,69,76.204,35,0,365.075
"614",2018-07-01,2018,7,"PE17",161203,30,13.872,8,0,62.025
"615",2018-07-01,2018,7,"PE20",1929969,11,381.49,165,2,2060.375
"616",2018-07-01,2018,7,"PE22",862467,9,113.716,48,0,660.15
"617",2018-07-01,2018,7,"PE24",234701,5,25.958,12,0,126.025
"618",2018-07-01,2018,7,"PE25",548999,13,32.372,15,0,173.1
"619",2018-08-01,2018,8,"PE16",981899,48,70.366,38,0,314
"620",2018-08-01,2018,8,"PE17",161203,20,10.79,6,0,48.025
"621",2018-08-01,2018,8,"PE20",1929969,5,258.394,108.5,1,1370.15
"622",2018-08-01,2018,8,"PE22",862467,2,102.806,44,0,560.1
"623",2018-08-01,2018,8,"PE24",234701,12,14.206,7,0,77.1249999999999
"624",2018-08-01,2018,8,"PE25",548999,6,34.263,16,0,178.025
"625",2018-09-01,2018,9,"PE16",981899,97,80.263,41,0,413.025
"626",2018-09-01,2018,9,"PE17",161203,22,11.536,6,0,54.05
"627",2018-09-01,2018,9,"PE20",1929969,4,163.224,69,0,870.15
"628",2018-09-01,2018,9,"PE22",862467,3,101.166,46,0,544.2
"629",2018-09-01,2018,9,"PE24",234701,4,10.392,5,0,51.025
"630",2018-09-01,2018,9,"PE25",548999,8,47.463,22,0,268.025
"631",2018-10-01,2018,10,"PE16",981899,129,120.867,70,0,513.175
"632",2018-10-01,2018,10,"PE17",161203,34,24.121,14,0,106.075
"633",2018-10-01,2018,10,"PE20",1929969,10,127.993,56,0,646.1
"634",2018-10-01,2018,10,"PE22",862467,2,104.679,45,0,566.224999999999
"635",2018-10-01,2018,10,"PE24",234701,2,8.33,4,0,44
"636",2018-10-01,2018,10,"PE25",548999,10,79.984,40,0,414.3
"637",2018-11-01,2018,11,"PE16",981899,206,183.64,101,1,883.025
"638",2018-11-01,2018,11,"PE17",161203,48,57.078,32,0,254.05
"639",2018-11-01,2018,11,"PE20",1929969,6,113.027,53,0,597.849999999999
"640",2018-11-01,2018,11,"PE22",862467,6,133.404,55,0,704.025
"641",2018-11-01,2018,11,"PE24",234701,1,6.616,3,0,36.025
"642",2018-11-01,2018,11,"PE25",548999,1,172.288,82,1,950.225
"643",2018-12-01,2018,12,"PE16",981899,381,241.329,122,1,1156.05
"644",2018-12-01,2018,12,"PE17",161203,84,40.593,23,0,170.05
"645",2018-12-01,2018,12,"PE20",1929969,12,112.778,41.5,0,616.175
"646",2018-12-01,2018,12,"PE22",862467,8,175.605,72,0.975000000000001,1028.075
"647",2018-12-01,2018,12,"PE24",234701,0,5.554,3,0,30
"648",2018-12-01,2018,12,"PE25",548999,1,226.427,114,1,1198.875
"649",2019-01-01,2019,1,"PE16",981899,585,395.695,210,2,1815.425
"650",2019-01-01,2019,1,"PE17",161203,106,306.991,182,2,1247.3
"651",2019-01-01,2019,1,"PE20",1929969,0,85.351,34,0,470.1
"652",2019-01-01,2019,1,"PE22",862467,19,718.202,323,4,3481.5
"653",2019-01-01,2019,1,"PE24",234701,1,29.931,16,0,150.075
"654",2019-01-01,2019,1,"PE25",548999,6,132.071,62.5,1,667.325
"655",2019-02-01,2019,2,"PE16",981899,231,367.306,198,1,1731.325
"656",2019-02-01,2019,2,"PE17",161203,175,245.292,132,2,1161.05
"657",2019-02-01,2019,2,"PE20",1929969,4,155.087,64,0,842.175
"658",2019-02-01,2019,2,"PE22",862467,62,802.891,372.5,3,4024.025
"659",2019-02-01,2019,2,"PE24",234701,0,41.298,24,0,177.075
"660",2019-02-01,2019,2,"PE25",548999,10,84.678,38,0,426.05
"661",2019-03-01,2019,3,"PE16",981899,282,269.29,145,1,1288.025
"662",2019-03-01,2019,3,"PE17",161203,174,233.837,136.5,1,1102.75
"663",2019-03-01,2019,3,"PE20",1929969,10,348.842,146,1,2065.275
"664",2019-03-01,2019,3,"PE22",862467,69,685.491,313,4,3741.225
"665",2019-03-01,2019,3,"PE24",234701,9,57.916,32,0,255.025
"666",2019-03-01,2019,3,"PE25",548999,13,51.722,23,0,263.025
"667",2019-04-01,2019,4,"PE16",981899,236,212.729,106.5,0,981.025
"668",2019-04-01,2019,4,"PE17",161203,264,204.664,110,1,891.15
"669",2019-04-01,2019,4,"PE20",1929969,6,554.836,238.5,1,3035.825
"670",2019-04-01,2019,4,"PE22",862467,50,503.445,216.5,2,2906.3
"671",2019-04-01,2019,4,"PE24",234701,10,97.082,52,0,450.15
"672",2019-04-01,2019,4,"PE25",548999,7,41.816,20,0,204.175
"673",2019-05-01,2019,5,"PE16",981899,83,159.553,85,1,759.3
"674",2019-05-01,2019,5,"PE17",161203,250,160.603,86.5,1,691.075
"675",2019-05-01,2019,5,"PE20",1929969,13,470.253,201,2,2815.075
"676",2019-05-01,2019,5,"PE22",862467,84,408.033,183,2,2197.475
"677",2019-05-01,2019,5,"PE24",234701,42,112.385,63,0,482.699999999999
"678",2019-05-01,2019,5,"PE25",548999,2,29.657,14,0,160.075
"679",2019-06-01,2019,6,"PE16",981899,92,110.057,57,1,462.075
"680",2019-06-01,2019,6,"PE17",161203,200,100.878,56,0,459.15
"681",2019-06-01,2019,6,"PE20",1929969,18,321.955,129.5,1,2016.575
"682",2019-06-01,2019,6,"PE22",862467,95,364.464,184,2,1791.5
"683",2019-06-01,2019,6,"PE24",234701,103,101.709,54,1,473.15
"684",2019-06-01,2019,6,"PE25",548999,4,24.193,11,0,126.2
"685",2019-07-01,2019,7,"PE16",981899,34,93.234,48,0,423.125
"686",2019-07-01,2019,7,"PE17",161203,171,77.529,44,0,347.05
"687",2019-07-01,2019,7,"PE20",1929969,5,189.438,77,0,979.425
"688",2019-07-01,2019,7,"PE22",862467,97,349.939,149.5,2,1819.55
"689",2019-07-01,2019,7,"PE24",234701,62,75.054,38,0,350.05
"690",2019-07-01,2019,7,"PE25",548999,5,23.532,11,0,122.05
"691",2019-08-01,2019,8,"PE16",981899,77,75.306,38,0,353.125
"692",2019-08-01,2019,8,"PE17",161203,210,55.985,31,0,253.05
"693",2019-08-01,2019,8,"PE20",1929969,1,94.391,39,0,534.05
"694",2019-08-01,2019,8,"PE22",862467,107,316.643,148,1,1614.4
"695",2019-08-01,2019,8,"PE24",234701,108,37.799,20,0,159.075
"696",2019-08-01,2019,8,"PE25",548999,1,21.713,9,0,132
"697",2019-09-01,2019,9,"PE16",981899,20,92.398,46,0,449.225
"698",2019-09-01,2019,9,"PE17",161203,273,56.533,31.5,0,250
"699",2019-09-01,2019,9,"PE20",1929969,6,60.86,26,0,326.075
"700",2019-09-01,2019,9,"PE22",862467,84,297.087,147,1,1632.75
"701",2019-09-01,2019,9,"PE24",234701,68,29.931,16,0,135
"702",2019-09-01,2019,9,"PE25",548999,7,29.344,14,0,150.1
"703",2019-10-01,2019,10,"PE16",981899,72,142.914,79,1,645.05
"704",2019-10-01,2019,10,"PE17",161203,753,110.521,59,0.975000000000001,506.45
"705",2019-10-01,2019,10,"PE20",1929969,2,53.783,22,0,295.05
"706",2019-10-01,2019,10,"PE22",862467,135,315.133,152.5,2,1567.025
"707",2019-10-01,2019,10,"PE24",234701,38,22.875,12,0,111.025
"708",2019-10-01,2019,10,"PE25",548999,15,49.559,21,0,274.05
"709",2019-11-01,2019,11,"PE16",981899,297,197.585,107,1,894.475
"710",2019-11-01,2019,11,"PE17",161203,3127,177.696,101.5,1,781.025
"711",2019-11-01,2019,11,"PE20",1929969,2,44.227,19,0,246.175
"712",2019-11-01,2019,11,"PE22",862467,546,338.92,169,2,1842.525
"713",2019-11-01,2019,11,"PE24",234701,33,18.025,9,0,94.025
