,CD_UF,CNN_all,CNN_0-19
128,11.0,10.950852394104004,14.360176086425781
129,11.0,17.202287673950195,22.249223709106445
130,11.0,50.65587615966797,34.95362091064453
131,11.0,17.504980087280273,10.553800582885742
132,11.0,11.460882186889648,29.064016342163086
133,11.0,36.328880310058594,49.26573181152344
134,11.0,85.56995391845703,64.01302337646484
135,11.0,50.34002685546875,16.915390014648438
136,11.0,49.162574768066406,43.84978485107422
137,11.0,10.08449935913086,12.796420097351074
138,11.0,16.408218383789062,15.471720695495605
139,11.0,30.96706199645996,14.646408081054688
140,11.0,29.650615692138672,17.347301483154297
141,11.0,17.718400955200195,16.971799850463867
142,11.0,73.15589904785156,66.5937271118164
143,11.0,128.05929565429688,100.17660522460938
144,11.0,129.05982971191406,100.31366729736328
145,11.0,77.80372619628906,65.4505844116211
146,11.0,39.52391815185547,27.208850860595703
147,11.0,27.82970428466797,31.74913787841797
148,11.0,7.656496524810791,22.675874710083008
149,11.0,17.016651153564453,8.921324729919434
150,11.0,27.810361862182617,27.515281677246094
151,11.0,0.0857885330915451,2.595900774002075
152,11.0,18.043832778930664,13.973889350891113
153,11.0,34.66736602783203,17.017974853515625
154,11.0,50.26303482055664,39.480010986328125
155,11.0,81.42182159423828,64.82981872558594
156,11.0,59.66148376464844,31.590560913085938
157,11.0,23.091400146484375,21.096525192260742
158,11.0,0.0,0.0
159,11.0,24.584810256958008,20.55924415588379
160,11.0,44.70321273803711,23.232099533081055
161,11.0,21.53209114074707,14.941170692443848
162,11.0,36.96772003173828,27.25098419189453
163,11.0,9.561856269836426,8.757978439331055
164,11.0,9.30488395690918,3.8928725719451904
165,11.0,31.126676559448242,13.35584831237793
166,11.0,0.0,14.565384864807129
167,11.0,24.612348556518555,22.486459732055664
168,11.0,25.3406982421875,15.560794830322266
169,11.0,12.09853744506836,11.059656143188477
170,11.0,32.218994140625,37.79356002807617
171,11.0,2.363417148590088,9.856162071228027
172,11.0,0.0,0.1258774697780609
173,11.0,18.9512996673584,30.941967010498047
174,11.0,9.899527549743652,0.0
175,11.0,15.63158893585205,9.151142120361328
176,11.0,7.428665637969971,6.445056915283203
177,11.0,45.88151168823242,47.24320602416992
178,11.0,98.9050064086914,89.09221649169922
179,11.0,117.4157943725586,84.81864166259766
180,11.0,112.77472686767578,82.38459777832031
181,11.0,110.82784271240234,86.05367279052734
182,11.0,29.637197494506836,38.595306396484375
183,11.0,12.473788261413574,36.13146209716797
184,11.0,3.7258217334747314,14.315235137939453
185,11.0,20.04463005065918,6.284885406494141
186,11.0,14.572335243225098,7.569736480712891
187,11.0,3.070338010787964,3.8669633865356445
188,11.0,11.290916442871094,8.293753623962402
189,11.0,28.01373863220215,18.149723052978516
190,11.0,48.06161880493164,24.499855041503906
191,11.0,85.18794250488281,44.22324752807617
192,11.0,64.78147888183594,53.07601547241211
193,11.0,15.890478134155273,23.948606491088867
194,11.0,16.912351608276367,0.0
195,11.0,25.94190216064453,26.526988983154297
196,11.0,0.0,0.0
197,11.0,9.524410247802734,14.978089332580566
198,11.0,15.394549369812012,21.16454315185547
199,11.0,6.538884162902832,17.664976119995117
200,11.0,17.15982437133789,11.543457984924316
201,11.0,23.88042449951172,18.106889724731445
202,11.0,30.904878616333008,32.209720611572266
203,11.0,30.429244995117188,25.685094833374023
204,11.0,46.81842041015625,36.408119201660156
205,11.0,46.35517883300781,20.162912368774414
206,11.0,7.6834940910339355,0.0
207,11.0,0.0,4.296280860900879
208,11.0,0.0,0.0
209,11.0,0.0,0.0
210,11.0,0.0,0.0
211,11.0,0.0,0.0
212,11.0,11.776453018188477,10.188360214233398
213,11.0,33.88852310180664,23.249876022338867
214,11.0,47.05780029296875,46.6843376159668
215,11.0,61.23380661010742,22.46640968322754
216,11.0,0.0,0.0
217,11.0,9.482758522033691,19.505168914794922
218,11.0,20.84081268310547,29.588695526123047
219,11.0,0.0,7.886383533477783
220,11.0,0.0,15.944998741149902
221,11.0,5.344970226287842,18.8111629486084
222,11.0,13.594833374023438,3.520350217819214
223,11.0,14.439252853393555,0.0
224,11.0,3.990800619125366,0.6134632229804993
225,11.0,6.8202080726623535,7.072193145751953
226,11.0,20.474239349365234,35.70693588256836
227,11.0,2.168302297592163,3.3133158683776855
228,12.0,1.0,1.0
229,12.0,1.0,1.0
230,12.0,1.0,1.0
231,12.0,1.0,1.0
232,12.0,0.0,0.0
233,12.0,0.0,0.0
234,12.0,0.0,0.0
235,12.0,2.7074661254882812,0.28466320037841797
236,12.0,0.0,0.3683045208454132
237,12.0,77.59009552001953,68.15489959716797
238,12.0,1.4109159708023071,28.561447143554688
239,12.0,28.030380249023438,49.73907470703125
240,12.0,57.62595748901367,52.00837326049805
241,12.0,150.3632354736328,118.40852355957031
242,12.0,0.0,0.0
243,12.0,0.0,2.35075044631958
244,12.0,0.0,0.0
245,12.0,0.0,0.0
246,12.0,0.0,0.0
247,12.0,20.713134765625,23.476938247680664
248,12.0,32.63250732421875,14.249863624572754
249,12.0,39.71784210205078,28.185348510742188
250,12.0,4.0502705574035645,0.0
251,12.0,0.0,7.489293098449707
252,12.0,75.33715057373047,51.01689529418945
253,12.0,34.79841232299805,60.20864486694336
254,12.0,97.71294403076172,62.32900619506836
255,12.0,0.0,0.0
256,12.0,10.446237564086914,0.0
257,12.0,36.060791015625,8.992709159851074
258,12.0,19.922286987304688,17.618410110473633
259,12.0,0.0,12.765573501586914
260,12.0,20.984498977661133,38.79572296142578
261,12.0,58.622737884521484,57.13827896118164
262,12.0,51.429141998291016,46.924766540527344
263,12.0,79.0100326538086,50.25260925292969
264,12.0,13.929999351501465,0.0
265,12.0,47.35052490234375,28.310606002807617
266,12.0,35.08824157714844,32.3072509765625
267,12.0,16.585298538208008,2.081819772720337
268,12.0,0.0,0.0
269,12.0,28.39019203186035,31.403064727783203
270,12.0,41.827049255371094,31.188676834106445
271,12.0,76.19037628173828,56.961029052734375
272,12.0,99.12660217285156,70.53594970703125
273,12.0,119.59645080566406,81.15000915527344
274,12.0,154.72616577148438,138.13246154785156
275,12.0,597.5805053710938,443.9978942871094
276,12.0,154.15850830078125,122.90470886230469
277,12.0,119.25418090820312,139.3146514892578
278,12.0,0.0,0.0
279,12.0,0.0,10.821375846862793
280,12.0,20.967491149902344,37.00640106201172
281,12.0,0.0,20.441387176513672
282,12.0,0.0,0.0
283,12.0,51.74378967285156,43.1983642578125
284,12.0,95.49381256103516,58.608673095703125
285,12.0,100.59519958496094,87.86996459960938
286,12.0,48.029541015625,45.33827209472656
287,12.0,57.22902297973633,56.787845611572266
288,12.0,106.9454345703125,82.5389404296875
289,12.0,6.316409111022949,4.376265048980713
290,12.0,15.384507179260254,4.4484992027282715
291,12.0,54.80488204956055,21.609960556030273
292,12.0,1.369266390800476,4.562692642211914
293,12.0,53.4805908203125,44.340267181396484
294,12.0,26.304370880126953,17.787073135375977
295,12.0,51.58660888671875,39.72317886352539
296,12.0,57.29004669189453,39.87561798095703
297,12.0,48.64996337890625,40.06087112426758
298,12.0,21.0648193359375,34.24797058105469
299,12.0,77.79859161376953,70.13461303710938
300,12.0,0.0,0.0
301,12.0,0.0,25.498748779296875
302,12.0,37.01533126831055,39.55868911743164
303,12.0,0.0,0.0
304,12.0,26.62486457824707,22.16627311706543
305,12.0,40.67314147949219,27.028860092163086
306,12.0,7.984864234924316,6.18323278427124
307,12.0,53.61613082885742,54.74835205078125
308,12.0,75.08565521240234,58.78765869140625
309,12.0,65.29727935791016,39.835269927978516
310,12.0,49.29159927368164,34.181644439697266
311,12.0,18.40826988220215,33.16896057128906
312,12.0,60.89849853515625,37.583675384521484
313,12.0,35.86695861816406,51.1595458984375
314,12.0,11.128738403320312,42.195533752441406
315,12.0,0.0,41.37295913696289
316,12.0,0.0,0.0
317,12.0,57.834957122802734,28.394105911254883
318,12.0,20.198423385620117,14.539057731628418
319,12.0,3.7282843589782715,9.055890083312988
320,12.0,63.371124267578125,58.32970428466797
321,12.0,134.6659393310547,99.52813720703125
322,12.0,123.24474334716797,115.09134674072266
323,12.0,170.8443145751953,185.1300811767578
324,12.0,351.9067687988281,269.0450134277344
325,12.0,627.38916015625,497.7646789550781
326,12.0,280.7528076171875,248.15127563476562
327,12.0,148.2310333251953,106.91988372802734
328,12.0,10.458948135375977,0.40055906772613525
329,12.0,58.81028366088867,53.44441604614258
330,12.0,53.2121467590332,31.52653694152832
331,12.0,50.779571533203125,61.13514709472656
332,12.0,76.96148681640625,75.88284301757812
333,12.0,87.83755493164062,88.2635269165039
334,12.0,196.79603576660156,182.81642150878906
335,12.0,485.5176696777344,423.1664733886719
336,12.0,1007.115234375,777.221923828125
337,12.0,840.5185546875,557.513916015625
338,12.0,478.9411315917969,349.0582580566406
339,12.0,112.58706665039062,82.79649353027344
340,12.0,60.71350860595703,61.9868049621582
341,12.0,61.88105392456055,46.06364440917969
342,12.0,98.17227935791016,58.44097137451172
343,12.0,284.8160400390625,212.47232055664062
344,12.0,198.95237731933594,167.307861328125
345,12.0,315.49371337890625,265.0001525878906
346,12.0,491.6874084472656,397.2382507324219
347,12.0,796.5620727539062,616.4065551757812
348,12.0,692.5287475585938,537.4841918945312
349,12.0,374.69464111328125,222.6673126220703
350,12.0,108.54611206054688,34.38142776489258
351,12.0,69.46815490722656,53.92192077636719
352,12.0,84.77843475341797,42.551063537597656
353,12.0,0.0,0.0
354,12.0,0.0,0.0
355,12.0,0.0,10.228958129882812
356,12.0,51.323631286621094,56.1495246887207
357,12.0,69.83216857910156,55.574134826660156
358,12.0,82.06352996826172,98.12754821777344
359,12.0,47.29881286621094,66.95064544677734
360,12.0,263.90350341796875,222.8096923828125
361,12.0,57.737491607666016,63.748077392578125
362,12.0,102.4000015258789,69.08587646484375
363,12.0,29.326261520385742,49.997352600097656
364,12.0,39.09897994995117,41.64546585083008
365,12.0,0.0,0.0
366,12.0,0.0,0.0
367,12.0,0.0,0.0
368,12.0,0.0,0.0
369,12.0,34.539554595947266,43.375648498535156
370,12.0,41.23218536376953,54.18636703491211
371,12.0,123.8365478515625,129.71078491210938
372,12.0,168.1691436767578,120.51191711425781
373,12.0,153.3155517578125,107.4885482788086
374,12.0,6.232790946960449,21.70079803466797
375,12.0,0.0,0.0
376,12.0,0.0,0.0
377,12.0,18.525104522705078,26.270639419555664
378,12.0,10.721297264099121,23.060644149780273
379,12.0,51.862823486328125,43.033164978027344
380,12.0,94.0132827758789,72.51966094970703
381,12.0,94.54717254638672,83.10196685791016
382,12.0,34.16726303100586,63.125736236572266
383,12.0,59.24441909790039,62.99315643310547
384,12.0,109.03836822509766,96.40930938720703
385,12.0,18.796998977661133,4.423031330108643
386,12.0,0.0,0.5453224778175354
387,12.0,0.0,28.094741821289062
388,12.0,86.68731689453125,98.63497924804688
389,12.0,185.23451232910156,165.73448181152344
390,12.0,310.59820556640625,235.66220092773438
391,12.0,357.068359375,276.0511779785156
392,12.0,819.8764038085938,574.8550415039062
393,12.0,731.4977416992188,554.54248046875
394,12.0,434.5190734863281,360.4790954589844
395,12.0,281.0300598144531,233.19406127929688
396,12.0,171.15478515625,100.85971069335938
397,12.0,166.31175231933594,74.41868591308594
398,12.0,106.4920883178711,54.1972770690918
399,12.0,0.0,0.0
400,12.0,0.0,0.0
401,12.0,128.46714782714844,98.63859558105469
402,12.0,106.6438980102539,78.6236572265625
403,12.0,61.84373474121094,64.5860366821289
404,12.0,71.3984603881836,43.88409423828125
405,12.0,67.35530853271484,59.92464828491211
406,12.0,99.48143005371094,87.946533203125
407,12.0,72.14168548583984,96.1349868774414
408,12.0,79.79359436035156,73.7025375366211
409,12.0,25.512632369995117,4.567277431488037
410,12.0,143.7177734375,101.88258361816406
411,12.0,0.0,0.0
412,12.0,13.003742218017578,27.908424377441406
413,12.0,19.81251335144043,9.807120323181152
414,12.0,0.0,0.0
415,12.0,0.0,0.0
416,12.0,40.59477615356445,41.0408821105957
417,12.0,105.052001953125,87.19696807861328
418,12.0,71.48680114746094,82.708251953125
419,12.0,66.94300079345703,77.78196716308594
420,12.0,44.76459884643555,29.055166244506836
421,12.0,56.25190353393555,52.67996597290039
422,12.0,0.0,0.48496127128601074
423,12.0,102.5269775390625,56.37092590332031
424,12.0,40.75536346435547,0.0
425,12.0,24.67717742919922,20.539657592773438
426,12.0,52.62541198730469,17.278430938720703
427,12.0,51.99085998535156,38.23307418823242
428,12.0,69.14942169189453,52.13147735595703
429,12.0,76.56179809570312,53.35049057006836
430,12.0,49.382625579833984,53.76396942138672
431,12.0,0.0,37.283203125
432,12.0,31.359086990356445,40.506813049316406
433,12.0,118.9398422241211,87.11131286621094
434,12.0,165.58297729492188,135.182373046875
435,12.0,35.69301986694336,58.580989837646484
436,12.0,45.9051399230957,40.67136001586914
437,12.0,74.5424575805664,48.23951721191406
438,12.0,40.0115966796875,27.324636459350586
439,12.0,86.76504516601562,68.81867218017578
440,12.0,121.71916961669922,102.79361724853516
441,12.0,214.3920135498047,180.05316162109375
442,12.0,443.4458923339844,357.6011657714844
443,12.0,454.50823974609375,356.3751525878906
444,12.0,175.46875,125.43873596191406
445,12.0,145.9784393310547,117.4365234375
446,12.0,15.788283348083496,6.368528842926025
447,12.0,0.0,21.28984832763672
448,12.0,2.3703033924102783,9.968890190124512
449,12.0,42.556339263916016,15.522431373596191
450,12.0,66.1350326538086,24.673717498779297
451,12.0,97.63253021240234,70.69656372070312
452,12.0,143.4058380126953,110.62637329101562
453,12.0,122.99824523925781,115.28157043457031
454,12.0,280.5784606933594,246.7400665283203
455,12.0,25.87095069885254,17.80068016052246
456,13.0,1.0,1.0
457,13.0,1.0,1.0
458,13.0,1.0,1.0
459,13.0,1.0,1.0
460,13.0,0.0,0.0
461,13.0,3.0756711959838867,3.2055163383483887
462,13.0,0.0,0.0
463,13.0,5.104494094848633,4.62235689163208
464,13.0,2.1282873153686523,0.0
465,13.0,23.90359878540039,17.66774559020996
466,13.0,0.0,5.334587574005127
467,13.0,6.089565277099609,3.878535270690918
468,13.0,35.86421203613281,28.81209945678711
469,13.0,0.0,0.0
470,13.0,7.643484115600586,16.678171157836914
471,13.0,0.0,6.248354911804199
472,13.0,0.0,0.0
473,13.0,0.0,1.2720551490783691
474,13.0,14.697566032409668,10.71595287322998
475,13.0,15.721519470214844,9.279593467712402
476,13.0,20.744600296020508,5.768186569213867
477,13.0,25.604963302612305,14.712461471557617
478,13.0,0.32763364911079407,0.0
479,13.0,2.8833203315734863,0.0
480,13.0,0.0,0.0
481,13.0,49.0286750793457,20.540904998779297
482,13.0,18.449527740478516,18.456279754638672
483,13.0,0.24400047957897186,0.19658303260803223
484,13.0,0.0,0.0
485,13.0,21.64468765258789,16.609237670898438
486,13.0,1.244718313217163,5.662691593170166
487,13.0,0.0,4.814078330993652
488,13.0,0.0,0.0
489,13.0,0.0,0.0
490,13.0,4.39694356918335,0.0
491,13.0,36.729042053222656,4.481260776519775
492,13.0,26.016557693481445,4.741318702697754
493,13.0,70.48457336425781,24.779029846191406
494,13.0,5.2317705154418945,1.4432260990142822
495,13.0,0.0,0.0
496,13.0,0.0,0.0
497,13.0,23.106101989746094,3.9668707847595215
498,13.0,3.4458389282226562,0.0
499,13.0,17.83501434326172,7.197885036468506
500,13.0,11.968605041503906,4.156193733215332
501,13.0,27.49337387084961,12.863395690917969
502,13.0,24.11604881286621,2.7701187133789062
503,13.0,72.37896728515625,40.705318450927734
504,13.0,40.71507263183594,24.874929428100586
505,13.0,63.016239166259766,35.10663604736328
506,13.0,15.24863338470459,9.247468948364258
507,13.0,11.57168197631836,5.700775623321533
508,13.0,0.0,0.0
509,13.0,0.0,0.0
510,13.0,0.0,0.0
511,13.0,4.125394344329834,0.0
512,13.0,24.54440689086914,8.54937744140625
513,13.0,59.82509231567383,30.3885498046875
514,13.0,40.52382278442383,10.94270133972168
515,13.0,47.20956039428711,31.772245407104492
516,13.0,28.20651626586914,7.4162702560424805
517,13.0,0.0,0.0
518,13.0,0.0,0.0
519,13.0,11.52332592010498,0.0
520,13.0,22.56023406982422,0.0
521,13.0,32.214141845703125,15.54832649230957
522,13.0,0.0,0.0
523,13.0,8.1846342086792,2.7287912368774414
524,13.0,22.354211807250977,10.16681957244873
525,13.0,27.127233505249023,13.562885284423828
526,13.0,28.038135528564453,3.3615403175354004
527,13.0,22.121456146240234,31.366519927978516
528,13.0,29.74590492248535,26.75196075439453
529,13.0,0.0,0.0
530,13.0,0.0,0.0
531,13.0,0.0,0.0
532,13.0,22.5882511138916,2.2780399322509766
533,13.0,8.486675262451172,2.0960357189178467
534,13.0,12.40544605255127,0.0
535,13.0,37.331947326660156,12.932153701782227
536,13.0,12.485197067260742,3.569453716278076
537,13.0,26.201324462890625,5.17401123046875
538,13.0,47.486392974853516,6.241339206695557
539,13.0,82.67872619628906,31.45227813720703
540,13.0,84.66332244873047,45.83143997192383
541,13.0,85.23225402832031,30.26007652282715
542,13.0,54.464481353759766,16.03985023498535
543,13.0,0.0,0.0
544,13.0,0.0,0.0
545,13.0,2.4463412761688232,0.8458397388458252
546,13.0,8.102171897888184,0.0
547,13.0,12.834634780883789,0.0
548,13.0,13.461977005004883,0.0
549,13.0,36.61882781982422,13.34265422821045
550,13.0,40.877620697021484,4.296786785125732
551,13.0,61.454315185546875,6.46044397354126
552,13.0,50.16132354736328,9.346723556518555
553,13.0,0.0,13.273098945617676
554,13.0,36.5836067199707,9.477104187011719
555,13.0,49.853790283203125,33.41175079345703
556,13.0,0.0,0.0
557,13.0,32.89750671386719,18.381834030151367
558,13.0,10.954094886779785,3.9746346473693848
559,13.0,38.94908905029297,18.135974884033203
560,13.0,30.445819854736328,16.991186141967773
561,13.0,52.48632049560547,32.02126693725586
562,13.0,79.73458862304688,34.63532638549805
563,13.0,68.09636688232422,32.95925521850586
564,13.0,28.16181755065918,17.974279403686523
565,13.0,0.0,0.0
566,13.0,40.32152557373047,43.33610153198242
567,13.0,22.06104850769043,21.970417022705078
568,13.0,42.31478500366211,31.0791072845459
569,13.0,20.102094650268555,8.896926879882812
570,13.0,36.607059478759766,26.232542037963867
571,13.0,64.4216537475586,41.1302375793457
572,13.0,41.493350982666016,27.49106788635254
573,13.0,60.596832275390625,18.790857315063477
574,13.0,129.72824096679688,55.926883697509766
575,13.0,297.3324279785156,197.48321533203125
576,13.0,509.8081970214844,324.851806640625
577,13.0,504.7756042480469,331.92852783203125
578,13.0,179.50601196289062,112.81025695800781
579,13.0,13.626191139221191,7.0279645919799805
580,13.0,23.591047286987305,19.138023376464844
581,13.0,0.0,7.562041282653809
582,13.0,0.0,0.0
583,13.0,8.870403289794922,0.0
584,13.0,31.612415313720703,12.778328895568848
585,13.0,15.477593421936035,0.0
586,13.0,31.765832901000977,13.983580589294434
587,13.0,5.2138776779174805,1.7199110984802246
588,13.0,61.85436248779297,25.410903930664062
589,13.0,28.12894630432129,0.0
590,13.0,75.0238265991211,18.769004821777344
591,13.0,0.0,0.0
592,13.0,0.0,0.0
593,13.0,9.733074188232422,7.900030612945557
594,13.0,23.747634887695312,17.245546340942383
595,13.0,15.181640625,1.5477921962738037
596,13.0,0.0,0.0
597,13.0,1.6450796127319336,0.0
598,13.0,29.602184295654297,4.906051158905029
599,13.0,125.54525756835938,51.623802185058594
600,13.0,108.85302734375,71.07866668701172
601,13.0,83.36721801757812,44.374568939208984
602,13.0,112.70624542236328,73.35063934326172
603,13.0,0.0,0.0
604,13.0,51.617610931396484,39.85266876220703
605,13.0,28.57886505126953,15.079042434692383
606,13.0,8.051486015319824,5.414676189422607
607,13.0,12.53406810760498,13.359169006347656
608,13.0,19.3828125,16.608747482299805
609,13.0,49.122554779052734,34.30293655395508
610,13.0,45.48976135253906,20.26165008544922
611,13.0,63.65908432006836,33.77192306518555
612,13.0,84.85646057128906,34.42658615112305
613,13.0,24.005043029785156,21.93669891357422
614,13.0,0.0,0.0
615,13.0,22.954349517822266,10.437339782714844
616,13.0,0.0,0.0
617,13.0,0.0,0.0
618,13.0,0.0,0.0
619,13.0,17.603971481323242,2.063413619995117
620,13.0,60.43307113647461,36.66372299194336
621,13.0,145.37994384765625,84.06593322753906
622,13.0,144.2971954345703,67.50843811035156
623,13.0,121.35626220703125,53.39611053466797
624,13.0,61.251094818115234,34.600589752197266
625,13.0,26.97910499572754,46.87130355834961
626,13.0,52.545413970947266,47.97047805786133
627,13.0,0.0,7.1005473136901855
628,13.0,49.79734802246094,14.012553215026855
629,13.0,49.68080520629883,26.023319244384766
630,13.0,10.119026184082031,2.462707281112671
631,13.0,3.5817601680755615,2.754281520843506
632,13.0,0.0,0.0
633,13.0,26.997404098510742,17.957029342651367
634,13.0,35.879051208496094,4.784622669219971
635,13.0,53.60843276977539,7.249536037445068
636,13.0,48.69807815551758,21.00286102294922
637,13.0,0.0,0.0
638,13.0,50.7749137878418,25.62315559387207
639,13.0,0.0,0.0
640,13.0,27.610855102539062,35.29982376098633
641,13.0,0.0,0.0
642,13.0,23.83798599243164,2.4537699222564697
643,13.0,12.767267227172852,0.6943297386169434
644,13.0,27.8159236907959,13.447504997253418
645,13.0,65.84476470947266,32.4761962890625
646,13.0,54.1566276550293,16.651500701904297
647,13.0,71.81312561035156,30.7872371673584
648,13.0,74.2065200805664,38.375492095947266
649,13.0,73.33546447753906,25.108842849731445
650,13.0,11.709563255310059,2.0203840732574463
651,13.0,60.71580123901367,37.84371566772461
652,13.0,20.933734893798828,16.6324462890625
653,13.0,0.0,0.0
654,13.0,0.0,2.6070468425750732
655,13.0,3.374952793121338,0.39252203702926636
656,13.0,2.547166585922241,0.0
657,13.0,9.887213706970215,0.0
658,13.0,25.1672420501709,5.2222580909729
659,13.0,17.963274002075195,9.12168025970459
660,13.0,2.5619940757751465,0.0
661,13.0,6.729096412658691,0.0
662,13.0,19.290904998779297,30.53166389465332
663,13.0,0.0,2.3633577823638916
664,13.0,0.0,0.0
665,13.0,0.0,0.0
666,13.0,29.14087677001953,15.918925285339355
667,13.0,28.979581832885742,13.961488723754883
668,13.0,47.56977081298828,26.189659118652344
669,13.0,61.18151092529297,22.344268798828125
670,13.0,49.12991714477539,0.0
671,13.0,47.84210968017578,23.831531524658203
672,13.0,68.69451904296875,20.445602416992188
673,13.0,0.0,19.24380111694336
674,13.0,0.0,0.0
675,13.0,7.820249080657959,13.36154842376709
676,13.0,3.168602228164673,6.5343451499938965
677,13.0,2.7091383934020996,0.0
678,13.0,5.179532051086426,9.110008239746094
